"Postal Areas (UR) by Highest Year of School Completed (HSCP)"
"Counting: Persons, Place of Usual Residence"

,"Highest Year of School Completed (HSCP)","Year 12 or equivalent","Year 11 or equivalent","Year 10 or equivalent","Year 9 or equivalent","Year 8 or below","Did not go to school","Not stated","Not applicable","Total",
,"Postal Areas (UR)",
,"5346, SA",77,87,85,26,42,5,24,78,424,
,"5350, SA",137,82,86,14,19,0,12,91,441,
,"5351, SA",1774,1032,886,284,193,4,190,1241,5604,
,"5352, SA",1627,761,760,277,431,7,194,912,4969,
,"5353, SA",1129,662,639,238,271,4,189,739,3871,
,"5354, SA",94,71,95,35,33,3,74,46,451,
,"5355, SA",1945,1234,1161,443,600,9,256,1394,7042,
,"5356, SA",160,130,103,44,35,0,37,129,638,
,"5357, SA",132,113,134,42,45,0,53,100,619,
,"5360, SA",335,205,164,54,44,0,44,250,1096,
,"5371, SA",384,274,218,61,52,0,50,352,1391,
,"5372, SA",445,369,346,110,130,3,81,446,1930,
,"5373, SA",792,597,583,201,204,4,195,574,3150,
,"5374, SA",306,248,243,134,165,6,91,286,1479,
,"5381, SA",47,62,70,31,53,0,20,51,334,
,"5400, SA",278,154,144,54,34,0,54,171,889,
,"5401, SA",230,144,156,47,47,0,66,187,877,
,"5410, SA",52,44,48,15,10,0,17,39,225,
,"5411, SA",50,65,62,25,18,0,15,75,310,
,"5412, SA",319,217,211,88,88,0,97,190,1210,
,"5413, SA",164,151,142,43,60,0,44,132,736,
,"5414, SA",67,47,45,19,19,0,4,49,250,
,"5415, SA",133,58,59,23,8,0,15,72,368,
,"5416, SA",36,36,27,7,4,5,6,36,157,
,"5417, SA",471,305,278,138,135,4,84,334,1749,
,"5419, SA",65,39,38,19,24,0,12,40,237,
,"5421, SA",40,35,45,27,19,0,27,39,232,
,"5422, SA",354,314,352,180,193,10,172,361,1936,
,"5431, SA",210,177,163,43,94,4,40,113,844,
,"5433, SA",337,262,241,96,117,0,113,289,1455,
,"5434, SA",77,44,39,16,25,0,21,26,248,
,"5440, SA",155,66,80,29,31,0,66,68,495,
,"5451, SA",200,108,92,40,24,0,30,102,596,
,"5452, SA",158,69,69,15,24,0,21,95,451,
,"5453, SA",1332,836,671,239,304,4,199,929,4514,
,"5454, SA",101,80,56,31,22,0,15,79,384,
,"5460, SA",122,109,121,50,38,6,31,157,634,
,"5461, SA",584,457,448,184,242,3,146,496,2560,
,"5462, SA",94,62,59,16,29,0,24,92,376,
,"5464, SA",98,88,73,36,16,0,21,83,415,
,"5470, SA",60,45,41,13,8,0,18,42,227,
,"5472, SA",65,45,48,16,18,0,13,58,263,
,"5473, SA",165,154,163,50,65,0,40,156,793,
,"5480, SA",227,143,134,51,56,8,54,119,792,
,"5481, SA",132,98,103,35,52,0,20,81,521,
,"5482, SA",127,114,105,41,63,0,33,103,586,
,"5483, SA",108,74,72,20,24,0,27,83,408,
,"5485, SA",178,176,129,40,58,0,81,153,815,
,"5490, SA",49,33,31,13,11,0,8,33,178,
,"5491, SA",443,314,290,122,157,5,79,306,1716,
,"5495, SA",90,87,124,53,56,4,49,60,523,
,"5501, SA",1549,1247,1289,477,331,31,387,1382,6693,
,"5502, SA",392,338,325,108,103,3,67,318,1654,
,"5510, SA",101,69,70,16,22,0,11,71,360,
,"5520, SA",130,101,105,53,65,6,34,123,617,
,"5521, SA",84,59,81,21,22,0,20,90,377,
,"5522, SA",307,275,303,156,202,0,108,199,1550,
,"5523, SA",379,338,279,108,181,8,98,302,1693,
,"5540, SA",2993,2690,2740,1200,1395,52,1069,3074,15213,
,"5550, SA",179,126,141,70,79,0,94,176,865,
,"5552, SA",6,13,21,12,3,0,13,19,87,
,"5554, SA",1172,891,933,409,442,12,289,1062,5210,
,"5555, SA",135,86,94,43,40,0,26,96,520,
,"5556, SA",654,678,791,342,358,17,303,529,3672,
,"5558, SA",829,726,894,345,390,19,205,605,4013,
,"5560, SA",94,78,72,32,27,0,25,86,414,
,"5570, SA",193,153,173,53,82,5,37,136,832,
,"5571, SA",334,257,384,132,213,4,103,153,1580,
,"5572, SA",98,75,63,25,17,0,10,102,390,
,"5573, SA",445,374,386,159,193,0,101,400,2058,
,"5575, SA",670,616,554,201,281,4,177,468,2971,
,"5576, SA",166,179,161,58,89,3,45,143,844,
,"5577, SA",41,39,29,23,17,0,21,28,198,
,"5580, SA",121,83,85,25,28,0,13,82,437,
,"5581, SA",104,78,114,57,52,3,41,41,490,
,"5582, SA",109,104,110,39,46,4,63,68,543,
,"5583, SA",148,125,149,49,75,5,48,87,686,
,"5600, SA",2024,1365,1082,364,332,12,588,1281,7048,
,"5601, SA",29,13,25,28,19,0,31,21,166,
,"5602, SA",229,185,193,86,82,3,101,192,1071,
,"5603, SA",52,43,43,7,23,0,16,41,225,
,"5604, SA",40,27,32,10,8,0,8,13,138,
,"5605, SA",416,337,359,107,194,0,101,313,1827,
,"5606, SA",3634,2514,2474,802,915,37,838,2874,14088,
,"5607, SA",1174,895,792,269,216,5,278,963,4592,
,"5608, SA",3085,2582,2368,881,843,51,1183,2862,13855,
,"5609, SA",495,264,175,38,29,3,50,336,1390,
,"5630, SA",49,53,31,4,10,0,21,50,218,
,"5631, SA",290,155,146,82,65,5,42,260,1045,
,"5633, SA",117,68,77,29,31,0,10,101,433,
,"5640, SA",270,174,155,47,120,6,34,166,972,
,"5641, SA",288,236,147,71,111,0,64,228,1145,
,"5642, SA",141,108,76,23,19,0,10,159,536,
,"5650, SA",80,57,43,15,24,0,7,75,301,
,"5652, SA",155,97,80,34,43,0,31,116,556,
,"5654, SA",91,56,61,26,23,0,13,86,356,
,"5670, SA",97,55,43,16,23,0,7,52,293,
,"5680, SA",538,405,432,140,158,3,165,440,2281,
,"5690, SA",822,593,717,261,344,19,363,905,4024,
,"5700, SA",2231,2054,1857,717,842,80,1600,2388,11769,
,"5710, SA",707,623,543,161,133,9,251,529,2956,
,"5720, SA",50,46,34,6,3,0,37,41,217,
,"5722, SA",123,79,106,47,33,0,86,119,593,
,"5723, SA",432,191,278,102,152,17,239,282,1693,
,"5724, SA",80,50,128,93,81,39,40,163,674,
,"5725, SA",1572,763,628,120,54,3,499,1077,4716,
,"5731, SA",334,228,199,59,47,10,67,191,1135,
,"5732, SA",22,31,30,7,16,0,18,41,165,
,"5734, SA",16,8,23,7,18,5,35,53,165,
,"5950, SA",0,0,0,0,0,0,0,0,0,
,"5960, SA",3,3,4,0,0,0,0,0,10,
,"6000, WA",5647,475,725,159,211,72,1369,581,9239,
,"6003, WA",1809,175,243,52,77,21,362,214,2953,
,"6004, WA",5013,407,665,108,113,41,1359,477,8183,
,"6005, WA",3160,226,424,70,99,43,835,310,5167,
,"6006, WA",4469,411,870,130,442,98,734,1389,8543,
,"6007, WA",4074,297,611,108,155,41,601,861,6748,
,"6008, WA",8540,610,1132,203,215,27,1046,2083,13856,
,"6009, WA",10748,672,1067,242,126,10,769,2936,16570,
,"6010, WA",9098,758,1392,334,164,12,1007,2717,15482,
,"6011, WA",5309,444,604,140,68,0,778,1583,8926,
,"6012, WA",4854,481,836,205,98,13,633,1478,8598,
,"6014, WA",10706,960,1788,408,244,25,1005,3848,18984,
,"6015, WA",3517,353,653,196,83,11,266,1275,6354,
,"6016, WA",4988,505,929,186,336,77,717,1823,9561,
,"6017, WA",1935,257,506,103,180,29,569,471,4050,
,"6018, WA",16955,2233,4583,1054,888,107,2245,6313,34378,
,"6019, WA",10711,1374,2469,536,304,48,1756,2955,20153,
,"6020, WA",9946,1487,3336,635,353,17,939,3569,20282,
,"6021, WA",7863,1353,3047,653,1481,253,1287,3213,19150,
,"6022, WA",2053,455,1002,183,144,28,198,918,4981,
,"6023, WA",7264,1190,2442,412,232,28,491,2965,15024,
,"6024, WA",5817,1182,2563,461,338,29,541,2496,13427,
,"6025, WA",13220,2760,5155,884,499,50,1434,5793,29795,
,"6026, WA",9517,2200,4276,754,498,28,1002,4149,22424,
,"6027, WA",18462,4125,7509,1249,617,99,2271,7763,42095,
,"6028, WA",8742,1943,3437,528,200,28,597,4635,20110,
,"6029, WA",1317,191,344,72,45,0,141,554,2664,
,"6030, WA",13205,3706,6470,1233,711,105,2857,9300,37587,
,"6031, WA",4278,1178,1752,278,107,26,522,3191,11332,
,"6032, WA",83,28,38,9,10,0,13,33,214,
,"6033, WA",241,68,151,26,17,4,67,164,738,
,"6035, WA",1234,467,905,168,85,9,430,949,4247,
,"6036, WA",4018,1029,1619,242,91,26,481,3328,10834,
,"6037, WA",597,216,546,140,86,3,177,476,2241,
,"6041, WA",330,102,391,87,64,11,112,271,1368,
,"6042, WA",16,3,23,13,10,0,12,4,81,
,"6043, WA",53,16,61,14,7,0,20,33,204,
,"6044, WA",366,106,345,88,79,0,253,243,1480,
,"6050, WA",8424,885,1518,387,491,63,1080,2068,14916,
,"6051, WA",6690,792,1395,303,373,73,1228,1497,12351,
,"6052, WA",5097,701,1421,305,382,55,648,1836,10445,
,"6053, WA",6081,960,2082,471,553,67,1060,2251,13525,
,"6054, WA",7399,1656,3826,873,903,159,1267,3682,19765,
,"6055, WA",4113,1019,2416,502,375,48,1109,2469,12051,
,"6056, WA",11494,3548,8344,1725,1550,168,3245,6998,37072,
,"6057, WA",5057,1753,3739,685,459,56,1024,3342,16115,
,"6058, WA",3671,1264,2683,633,362,47,868,2284,11812,
,"6059, WA",10261,1556,3405,800,1200,218,1317,3761,22518,
,"6060, WA",10889,1434,2955,653,1091,198,1836,2830,21886,
,"6061, WA",12024,2489,5118,1335,1806,638,3318,6966,33694,
,"6062, WA",12530,2462,5623,1257,1749,388,1868,5238,31115,
,"6063, WA",4814,1305,2617,512,500,177,905,3167,13997,
,"6064, WA",10080,2763,5541,1260,1643,624,2005,6524,30440,
,"6065, WA",19911,4819,9143,1694,1103,238,2428,12741,52077,
,"6066, WA",6717,1922,3777,663,546,185,991,4154,18955,
,"6067, WA",33,9,24,3,7,3,11,41,131,
,"6068, WA",3,0,0,0,0,0,0,0,3,
,"6069, WA",8924,2482,4492,789,377,52,1125,7133,25374,
,"6070, WA",1772,274,514,82,37,0,121,724,3524,
,"6071, WA",1475,288,638,113,61,3,246,698,3522,
,"6072, WA",308,78,178,29,17,3,79,141,833,
,"6073, WA",1107,274,646,130,100,0,235,525,3017,
,"6074, WA",337,93,232,54,16,3,40,170,945,
,"6076, WA",9231,1881,3957,756,514,49,1157,3957,21502,
,"6077, WA",504,144,363,70,86,5,106,247,1525,
,"6078, WA",290,75,219,38,26,11,36,168,863,
,"6079, WA",0,0,0,0,0,0,0,0,0,
,"6081, WA",1702,461,956,185,65,15,218,1115,4717,
,"6082, WA",1032,320,685,141,60,17,211,690,3156,
,"6083, WA",1154,334,837,150,66,0,247,675,3463,
,"6084, WA",1801,729,1550,267,151,5,438,1446,6387,
,"6090, WA",4,0,4,0,0,0,5,0,13,
,"6100, WA",7488,848,1536,313,333,75,1395,1621,13609,
,"6101, WA",7591,965,1922,432,493,127,1165,2298,14993,
,"6102, WA",7031,795,1360,474,604,134,1873,1559,13830,
,"6103, WA",3871,613,1128,294,325,55,917,1200,8403,
,"6104, WA",5252,1108,2180,570,520,71,1403,2185,13289,
,"6105, WA",5091,1092,2409,620,668,142,1067,2428,13517,
,"6106, WA",3,0,4,0,3,0,4,3,17,
,"6107, WA",15211,2941,5819,1277,1393,367,3051,6824,36883,
,"6108, WA",8181,2245,4777,876,778,178,1343,4586,22964,
,"6109, WA",3046,992,2387,518,473,132,1030,2058,10636,
,"6110, WA",10754,3371,7625,1644,1133,180,2612,7543,34862,
,"6111, WA",7193,2214,5129,990,650,68,1520,4295,22059,
,"6112, WA",12564,4056,8705,1759,1085,133,2870,9079,40251,
,"6121, WA",803,254,730,123,67,3,144,604,2728,
,"6122, WA",2717,1022,2238,389,204,10,448,2353,9381,
,"6123, WA",342,164,386,71,43,3,60,363,1432,
,"6124, WA",323,98,283,48,23,0,66,242,1083,
,"6125, WA",775,275,672,125,90,5,154,580,2676,
,"6126, WA",99,30,57,10,14,0,248,45,503,
,"6147, WA",6276,1125,2562,514,583,207,755,2785,14807,
,"6148, WA",8336,1253,2659,527,463,47,1087,3045,17417,
,"6149, WA",9640,1481,2791,523,377,45,685,3094,18636,
,"6150, WA",7618,829,1559,315,284,53,561,2046,13265,
,"6151, WA",9338,972,1742,352,238,37,1302,2457,16438,
,"6152, WA",13555,1450,2888,655,548,78,1792,3406,24372,
,"6153, WA",10442,1188,2376,476,322,30,1193,3005,19032,
,"6154, WA",4767,630,1304,292,290,17,636,1730,9666,
,"6155, WA",22361,3639,6991,1274,846,210,2580,10158,48059,
,"6156, WA",7193,1196,2346,600,487,53,890,3256,16021,
,"6157, WA",6110,918,2064,491,367,22,819,2167,12958,
,"6158, WA",3588,412,819,181,156,20,455,1300,6931,
,"6159, WA",1467,156,319,66,42,0,326,349,2725,
,"6160, WA",4196,474,935,203,313,46,689,811,7667,
,"6161, WA",62,8,23,3,0,0,6,14,116,
,"6162, WA",4689,670,1406,356,656,114,728,1758,10377,
,"6163, WA",18083,3764,8576,2014,2453,410,3144,7813,46257,
,"6164, WA",18925,4302,7955,1453,926,140,2358,11486,47545,
,"6165, WA",32,17,27,6,3,0,20,21,126,
,"6166, WA",2850,756,1809,343,426,56,508,1450,8198,
,"6167, WA",5943,2148,4950,1118,767,69,2519,4992,22506,
,"6168, WA",6758,2502,5765,1293,1020,69,2242,3820,23469,
,"6169, WA",10117,3858,8058,1624,987,82,2569,7033,34328,
,"6170, WA",1995,699,1390,247,121,18,448,1684,6602,
,"6171, WA",5469,1707,2952,556,180,9,608,4401,15882,
,"6172, WA",3894,1581,2981,571,226,33,1000,3821,14107,
,"6173, WA",3641,1136,1796,279,78,19,365,3118,10432,
,"6174, WA",631,240,494,80,55,3,155,520,2178,
,"6175, WA",931,334,634,97,49,0,138,829,3012,
,"6176, WA",222,72,167,36,32,0,32,150,711,
,"6180, WA",1084,361,734,112,69,5,214,888,3467,
,"6181, WA",130,54,142,22,13,3,34,98,496,
,"6182, WA",0,0,0,0,0,0,0,0,0,
,"6207, WA",261,97,300,61,35,0,98,231,1083,
,"6208, WA",2324,982,2543,578,461,19,766,1945,9618,
,"6209, WA",405,170,512,148,124,8,181,286,1834,
,"6210, WA",16889,6272,15014,3815,2657,116,5103,11028,60894,
,"6211, WA",1568,563,1417,309,147,5,301,1240,5550,
,"6213, WA",201,83,187,20,27,0,38,146,702,
,"6214, WA",80,38,94,13,22,0,31,85,363,
,"6215, WA",796,400,976,249,212,21,195,734,3583,
,"6218, WA",67,50,130,29,13,4,72,116,481,
,"6220, WA",1155,428,1255,308,266,30,396,859,4697,
,"6221, WA",127,49,100,20,14,0,31,100,441,
,"6224, WA",226,113,343,68,77,9,87,296,1219,
,"6225, WA",1873,1181,2485,570,422,34,791,1769,9125,
,"6226, WA",193,80,161,23,8,0,17,138,620,
,"6227, WA",130,56,125,19,7,0,29,153,519,
,"6229, WA",122,53,139,33,13,0,41,111,512,
,"6230, WA",11954,4002,9415,2050,1507,111,3307,8292,40638,
,"6232, WA",2369,1075,2472,434,307,7,623,2136,9423,
,"6233, WA",4409,1737,3866,652,358,36,897,3825,15780,
,"6236, WA",585,185,507,82,47,0,89,453,1948,
,"6237, WA",715,244,704,135,72,4,129,547,2550,
,"6239, WA",1107,341,1123,233,182,20,226,824,4056,
,"6240, WA",100,28,57,11,9,0,11,51,267,
,"6244, WA",475,151,379,98,64,3,82,337,1589,
,"6251, WA",97,26,135,27,23,3,40,87,438,
,"6253, WA",221,42,131,24,17,3,41,81,560,
,"6254, WA",163,55,191,30,32,0,30,129,630,
,"6255, WA",1120,330,880,158,110,4,151,723,3476,
,"6256, WA",65,14,48,14,17,0,9,43,210,
,"6258, WA",1621,669,1479,391,350,37,375,1385,6307,
,"6260, WA",463,162,349,77,57,0,88,346,1542,
,"6262, WA",228,64,201,41,36,3,55,142,770,
,"6271, WA",705,264,716,137,86,4,241,697,2850,
,"6275, WA",446,99,321,68,45,5,83,196,1263,
,"6280, WA",6754,2424,5600,1231,951,49,1473,5002,23484,
,"6281, WA",2260,515,1028,141,80,3,264,1262,5553,
,"6282, WA",564,103,209,31,6,4,51,279,1247,
,"6284, WA",613,122,279,44,28,0,123,395,1604,
,"6285, WA",2913,684,1304,202,112,13,564,1738,7530,
,"6286, WA",230,47,116,28,17,0,68,74,580,
,"6288, WA",144,40,89,29,7,0,42,56,407,
,"6290, WA",514,165,441,97,90,9,125,205,1646,
,"6302, WA",1051,301,837,197,144,4,238,622,3394,
,"6304, WA",460,116,414,96,94,3,113,272,1568,
,"6306, WA",249,57,232,68,59,8,72,189,934,
,"6308, WA",414,156,414,87,94,3,89,345,1602,
,"6309, WA",83,15,62,13,16,3,22,52,266,
,"6311, WA",157,58,164,45,26,0,20,133,603,
,"6312, WA",1304,538,1084,281,250,17,324,1130,4928,
,"6313, WA",128,32,80,25,12,0,18,68,363,
,"6315, WA",471,168,470,130,104,6,115,382,1846,
,"6316, WA",140,35,87,18,13,0,12,112,417,
,"6317, WA",987,381,826,244,312,98,316,1022,4186,
,"6318, WA",53,23,54,27,13,0,9,54,233,
,"6320, WA",282,70,156,52,32,3,56,255,906,
,"6321, WA",49,23,72,15,26,0,18,65,268,
,"6322, WA",138,42,107,25,24,0,31,92,459,
,"6323, WA",249,95,269,69,38,8,49,208,985,
,"6324, WA",898,289,719,159,140,24,193,605,3027,
,"6326, WA",155,51,114,38,29,0,38,84,509,
,"6327, WA",94,38,73,14,12,0,7,56,294,
,"6328, WA",157,49,81,22,12,0,24,83,428,
,"6330, WA",9778,3255,7852,1785,1392,85,2184,6589,32920,
,"6333, WA",1985,445,1124,214,159,3,263,1002,5195,
,"6335, WA",215,54,205,47,30,0,52,235,838,
,"6336, WA",66,22,67,15,11,0,12,57,250,
,"6337, WA",183,47,93,16,16,5,11,107,478,
,"6338, WA",280,65,134,31,29,0,41,169,749,
,"6341, WA",107,23,63,10,3,3,7,62,278,
,"6343, WA",85,14,58,15,3,0,3,61,239,
,"6346, WA",240,81,163,37,39,3,24,146,733,
,"6348, WA",407,127,299,67,53,0,104,339,1396,
,"6350, WA",71,19,43,14,14,0,12,26,199,
,"6352, WA",177,28,62,14,16,0,16,95,408,
,"6353, WA",239,71,164,36,25,4,30,158,727,
,"6355, WA",294,64,189,29,44,0,38,197,855,
,"6358, WA",91,22,54,14,7,0,10,40,238,
,"6359, WA",182,60,91,20,18,0,70,81,522,
,"6365, WA",216,44,116,24,35,5,21,149,610,
,"6367, WA",57,19,67,18,23,10,19,68,281,
,"6368, WA",67,14,46,8,7,0,5,35,182,
,"6369, WA",164,74,160,25,42,4,45,117,631,
,"6370, WA",156,41,127,41,27,0,39,125,556,
,"6373, WA",105,26,40,5,3,0,4,53,236,
,"6375, WA",214,86,226,55,56,0,54,140,831,
,"6383, WA",265,82,295,62,66,0,67,206,1043,
,"6386, WA",86,14,44,17,4,0,17,73,255,
,"6390, WA",604,228,480,86,56,4,395,374,2227,
,"6391, WA",345,74,183,51,27,3,43,189,915,
,"6392, WA",153,39,110,29,20,0,28,111,490,
,"6393, WA",145,23,85,16,17,0,14,82,382,
,"6394, WA",146,41,72,22,26,0,15,88,410,
,"6395, WA",500,130,356,89,76,0,89,333,1573,
,"6396, WA",113,32,65,21,15,6,26,78,356,
,"6397, WA",93,27,67,14,9,4,102,52,368,
,"6398, WA",161,51,142,20,39,0,35,118,566,
,"6401, WA",1878,701,1726,446,377,21,787,1668,7604,
,"6403, WA",50,10,63,21,3,0,7,44,198,
,"6405, WA",74,29,72,15,10,0,12,55,267,
,"6407, WA",301,116,265,52,35,0,74,198,1041,
,"6409, WA",131,23,70,12,33,0,29,102,400,
,"6410, WA",274,87,286,95,98,5,78,265,1188,
,"6413, WA",47,11,46,6,10,0,6,21,147,
,"6415, WA",812,301,635,184,148,3,187,628,2898,
,"6418, WA",193,58,171,47,33,5,54,160,721,
,"6421, WA",75,13,57,16,9,0,4,65,239,
,"6423, WA",92,35,60,15,11,4,14,46,277,
,"6425, WA",60,15,43,5,7,0,4,31,165,
,"6426, WA",262,90,264,53,68,10,90,258,1095,
,"6429, WA",306,165,379,93,86,0,231,267,1527,
,"6430, WA",6948,2299,4525,844,532,57,2374,5427,23006,
,"6431, WA",89,30,146,78,94,32,43,168,680,
,"6432, WA",1670,779,1785,360,241,20,1078,1800,7733,
,"6434, WA",6,16,62,9,12,5,0,36,146,
,"6436, WA",32,10,52,14,12,0,23,37,180,
,"6437, WA",455,145,234,28,10,0,196,227,1295,
,"6438, WA",269,86,187,46,31,12,410,176,1217,
,"6440, WA",333,113,261,68,55,4,128,129,1091,
,"6442, WA",628,295,617,109,46,7,236,759,2697,
,"6443, WA",259,91,289,62,39,6,178,219,1143,
,"6445, WA",51,19,22,11,13,0,4,41,161,
,"6447, WA",139,44,94,17,12,0,33,152,491,
,"6448, WA",104,94,107,17,15,0,25,84,446,
,"6450, WA",3283,1354,2795,668,526,25,1010,2717,12378,
,"6460, WA",264,77,232,65,54,4,56,234,986,
,"6461, WA",87,38,92,25,27,0,22,81,372,
,"6462, WA",99,33,66,10,12,0,11,77,308,
,"6468, WA",74,16,51,11,9,0,5,43,209,
,"6472, WA",67,13,39,8,7,0,7,46,187,
,"6475, WA",124,39,99,34,24,0,14,101,435,
,"6477, WA",101,30,64,14,8,0,11,65,293,
,"6479, WA",136,46,148,18,26,0,26,90,490,
,"6484, WA",121,60,70,20,10,0,89,8,378,
,"6485, WA",151,47,92,32,47,0,50,105,524,
,"6488, WA",98,18,96,20,18,3,26,69,348,
,"6490, WA",65,19,55,23,0,0,15,53,230,
,"6501, WA",272,110,285,43,34,0,45,227,1016,
,"6502, WA",289,107,276,76,37,4,75,196,1060,
,"6503, WA",553,189,504,109,91,6,147,444,2043,
,"6505, WA",71,27,69,18,16,0,33,52,286,
,"6507, WA",171,34,70,23,16,4,9,73,400,
,"6509, WA",125,23,62,18,18,0,12,60,318,
,"6510, WA",603,207,462,109,99,5,125,443,2053,
,"6511, WA",105,48,121,35,31,0,46,74,460,
,"6513, WA",71,16,33,9,4,0,8,50,191,
,"6514, WA",125,66,184,60,32,0,54,91,612,
,"6515, WA",155,42,111,19,17,0,15,93,452,
,"6516, WA",331,123,400,106,77,9,137,327,1510,
,"6517, WA",129,36,93,24,25,0,40,86,433,
,"6518, WA",22,9,30,4,11,0,15,25,116,
,"6519, WA",195,43,116,28,38,3,45,147,615,
,"6521, WA",145,22,69,19,15,0,9,58,337,
,"6522, WA",166,40,74,25,27,0,31,117,480,
,"6525, WA",892,357,936,222,173,9,225,752,3566,
,"6528, WA",86,27,66,18,13,0,24,55,289,
,"6530, WA",8410,3635,7299,1674,1456,114,2160,7216,31964,
,"6532, WA",1509,645,1337,255,221,12,577,1232,5788,
,"6535, WA",369,149,373,121,120,0,105,246,1483,
,"6536, WA",417,127,399,86,59,0,114,297,1499,
,"6537, WA",186,66,156,53,29,3,47,96,636,
,"6556, WA",576,209,462,68,48,12,100,374,1849,
,"6558, WA",230,81,203,36,23,0,1436,163,2172,
,"6560, WA",266,119,347,86,57,0,117,289,1281,
,"6562, WA",294,122,290,76,44,0,79,240,1145,
,"6564, WA",80,49,92,23,12,0,24,51,331,
,"6566, WA",878,270,772,199,140,3,256,567,3085,
,"6567, WA",118,32,83,26,17,0,25,67,368,
,"6568, WA",56,20,62,15,12,0,11,72,248,
,"6569, WA",98,27,66,19,17,0,34,72,333,
,"6575, WA",83,30,55,4,7,0,10,53,242,
,"6603, WA",301,116,255,67,45,7,55,281,1127,
,"6606, WA",116,24,69,12,9,0,11,65,306,
,"6608, WA",87,35,59,11,7,0,14,45,258,
,"6609, WA",192,49,129,22,38,0,30,105,565,
,"6612, WA",68,18,54,11,18,0,15,52,236,
,"6620, WA",49,18,40,6,9,0,16,49,187,
,"6623, WA",490,181,373,86,58,0,128,296,1612,
,"6628, WA",66,18,26,7,9,0,0,57,183,
,"6630, WA",103,47,132,27,40,6,70,107,532,
,"6635, WA",160,62,99,14,20,4,79,78,516,
,"6638, WA",131,76,151,30,29,4,97,125,643,
,"6639, WA",27,12,26,3,10,0,18,9,105,
,"6640, WA",54,15,57,20,20,3,57,47,273,
,"6642, WA",331,101,262,74,95,3,254,257,1377,
,"6646, WA",393,132,260,52,55,11,139,118,1160,
,"6701, WA",1329,469,1248,307,337,59,733,1305,5787,
,"6705, WA",43,10,45,28,23,0,31,70,250,
,"6707, WA",770,238,568,110,50,3,185,470,2394,
,"6710, WA",790,244,484,89,64,16,514,179,2380,
,"6713, WA",408,129,244,25,13,0,179,267,1265,
,"6714, WA",5847,1734,2872,443,184,41,3457,3695,18273,
,"6716, WA",211,66,137,18,4,0,31,185,652,
,"6718, WA",127,86,193,47,46,15,133,164,811,
,"6720, WA",588,280,463,73,52,4,522,569,2551,
,"6721, WA",1719,460,904,132,89,17,1024,852,5197,
,"6722, WA",2794,1138,1794,333,190,96,1850,2344,10539,
,"6725, WA",2870,969,1783,349,301,63,1123,2397,9855,
,"6726, WA",1774,485,904,174,87,14,491,1230,5159,
,"6728, WA",1096,503,943,331,277,132,2075,1539,6896,
,"6740, WA",352,144,309,104,126,34,173,509,1751,
,"6743, WA",1883,605,1097,309,297,88,594,1473,6346,
,"6751, WA",1664,663,1092,156,53,13,821,1001,5463,
,"6753, WA",2714,1047,1644,270,156,29,1752,1475,9087,
,"6754, WA",416,194,297,46,16,5,116,417,1507,
,"6758, WA",41,13,32,19,11,0,11,51,178,
,"6760, WA",65,34,104,33,48,17,53,157,511,
,"6762, WA",396,167,264,57,68,19,121,84,1176,
,"6765, WA",313,141,283,125,137,43,79,398,1519,
,"6770, WA",556,278,610,247,270,117,195,993,3266,
,"6907, WA",904,10,13,0,0,0,37,13,977,
,"7000, Tas",7381,736,1636,433,335,39,928,1938,13426,
,"7004, Tas",4169,365,801,218,144,17,433,1021,7168,
,"7005, Tas",7706,651,1321,339,283,37,784,1517,12638,
,"7007, Tas",1607,180,337,95,49,0,117,535,2920,
,"7008, Tas",5219,807,1983,541,569,71,629,2004,11823,
,"7009, Tas",3824,823,2937,833,701,91,773,2339,12321,
,"7010, Tas",3714,1196,4241,1340,1131,99,1279,2830,15830,
,"7011, Tas",3245,1128,4126,1242,784,49,1025,2820,14419,
,"7012, Tas",237,54,257,41,29,0,36,178,832,
,"7015, Tas",3760,743,2344,563,440,13,495,1540,9898,
,"7016, Tas",392,185,588,206,139,10,633,528,2681,
,"7017, Tas",1227,405,1442,323,175,12,171,977,4732,
,"7018, Tas",6775,1412,4876,1321,880,71,1269,3456,20060,
,"7019, Tas",1123,419,1423,441,242,17,395,1431,5491,
,"7020, Tas",878,178,623,104,37,3,100,531,2454,
,"7021, Tas",789,215,541,106,67,0,95,470,2283,
,"7022, Tas",271,63,224,58,16,3,26,172,833,
,"7023, Tas",122,22,87,24,3,0,20,52,330,
,"7024, Tas",181,38,100,17,4,0,26,93,459,
,"7025, Tas",612,129,472,129,56,3,88,363,1852,
,"7026, Tas",170,75,255,92,32,3,62,156,845,
,"7027, Tas",68,27,103,52,28,3,32,60,373,
,"7030, Tas",2944,1222,4795,1496,802,51,1308,4190,16808,
,"7050, Tas",4443,834,2485,561,412,21,609,2396,11761,
,"7052, Tas",2638,542,1527,305,178,5,253,1277,6725,
,"7053, Tas",1860,197,434,97,52,0,193,676,3509,
,"7054, Tas",2906,530,1681,401,207,9,320,1901,7955,
,"7055, Tas",138,34,85,22,9,0,19,104,411,
,"7109, Tas",2275,544,2136,552,358,16,346,1682,7909,
,"7112, Tas",815,195,726,212,148,4,149,564,2813,
,"7113, Tas",301,81,259,77,119,6,50,210,1103,
,"7116, Tas",595,157,660,203,103,7,158,476,2359,
,"7117, Tas",175,53,225,92,43,3,67,106,764,
