"Postal Areas (UR) by Occupation (OCCP)"
"Counting: Persons, Place of Usual Residence"

,"Occupation (OCCP)","Community and Personal Service Workers nfd","Health and Welfare Support Workers nfd","Ambulance Officers and Paramedics","Dental Hygienists, Technicians and Therapists","Diversional Therapists","Enrolled and Mothercraft Nurses","Indigenous Health Workers","Massage Therapists","Welfare Support Workers","Carers and Aides nfd","Child Carers","Education Aides","Personal Carers and Assistants nfd","Aged and Disabled Carers","Dental Assistants","Nursing Support and Personal Care Workers","Special Care Workers","Hospitality Workers nfd","Bar Attendants and Baristas","Cafe Workers","Gaming Workers","Hotel Service Managers","Waiters","Other Hospitality Workers","Protective Service Workers nfd","Defence Force Members, Fire Fighters and Police nfd","Defence Force Members - Other Ranks","Fire and Emergency Workers","Police","Prison and Security Officers nfd","Prison Officers","Security Officers and Guards","Sports and Personal Service Workers nfd","Personal Service and Travel Workers nfd","Beauty Therapists","Driving Instructors","Funeral Workers","Gallery, Museum and Tour Guides","Personal Care Consultants","Tourism and Travel Advisers","Travel Attendants","Other Personal Service Workers","Sports and Fitness Workers nfd","Fitness Instructors","Outdoor Adventure Guides","Sports Coaches, Instructors and Officials","Sportspersons","Total",
,"Postal Areas (UR)",
,"2565, NSW",0,0,4,0,3,15,0,3,25,0,93,42,0,67,21,64,0,4,51,24,4,6,57,0,0,0,11,12,38,0,14,68,0,0,8,5,4,4,4,10,4,3,0,0,0,25,9,702,
,"2566, NSW",0,0,4,9,10,19,0,4,65,4,166,90,0,108,24,125,5,9,74,25,3,13,76,11,0,0,3,14,52,0,27,92,0,0,16,5,9,0,0,24,7,5,0,26,4,16,9,1153,
,"2567, NSW",0,0,31,7,12,22,0,18,78,5,245,109,0,117,44,86,0,10,92,30,3,0,101,7,0,0,18,39,287,0,45,98,0,0,36,11,11,0,6,42,13,9,0,35,6,53,18,1744,
,"2568, NSW",0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
,"2569, NSW",0,0,0,0,0,0,0,0,9,0,10,4,0,8,0,15,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,62,
,"2570, NSW",6,0,38,10,5,12,0,13,62,7,154,75,0,86,28,62,0,13,82,40,0,8,108,0,0,0,8,37,181,0,22,45,0,0,23,9,11,6,3,31,9,12,0,38,12,38,12,1306,
,"2571, NSW",0,0,10,4,12,12,0,0,31,5,40,26,0,53,12,27,4,0,39,6,3,0,34,0,0,0,0,11,69,0,13,19,0,0,10,4,0,0,0,8,3,4,0,10,4,7,3,483,
,"2572, NSW",0,0,7,0,0,0,0,3,22,0,38,10,0,13,6,8,0,0,18,0,0,0,19,0,0,0,0,3,8,0,5,12,0,0,0,3,0,0,0,7,0,4,0,4,0,3,0,193,
,"2573, NSW",0,0,7,0,0,7,0,0,12,0,26,16,0,18,4,14,0,0,16,9,0,0,8,0,0,0,0,3,20,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,181,
,"2574, NSW",0,0,8,0,4,3,0,0,16,0,35,12,0,35,12,27,0,0,13,10,0,0,17,0,0,0,0,7,23,0,3,12,0,0,9,0,0,0,0,3,3,0,0,3,0,13,3,271,
,"2575, NSW",0,0,5,5,4,5,4,7,42,3,52,32,5,85,11,54,5,3,50,12,0,0,88,11,0,0,0,11,32,0,11,25,0,0,16,4,8,3,0,12,14,4,0,14,8,13,3,661,
,"2576, NSW",0,0,16,8,4,3,0,7,36,4,37,20,0,32,5,35,11,9,45,11,0,0,76,0,0,0,0,9,22,0,7,9,0,0,14,0,5,4,7,10,11,4,0,25,0,20,0,506,
,"2577, NSW",0,0,5,4,6,13,0,7,39,4,56,18,0,74,12,52,10,10,58,25,0,4,65,0,0,0,7,11,43,0,20,10,0,0,16,4,5,10,5,12,3,4,0,16,10,11,6,655,
,"2578, NSW",0,0,4,0,0,3,0,4,6,0,5,8,0,13,0,11,0,0,9,0,0,0,19,0,0,0,0,3,11,0,3,5,0,0,3,0,0,0,0,0,0,0,0,4,4,3,0,118,
,"2579, NSW",0,0,3,0,0,5,0,4,4,4,12,7,0,27,4,13,0,0,10,4,0,0,20,0,0,0,0,4,10,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,149,
,"2580, NSW",5,0,25,3,5,44,0,3,97,8,182,77,5,269,24,112,0,5,97,32,0,3,124,0,0,0,5,8,191,0,260,50,0,0,32,14,9,11,5,15,4,11,0,27,0,24,17,1803,
,"2581, NSW",0,0,4,0,0,0,0,0,3,0,17,7,0,10,5,9,0,0,7,3,0,0,8,0,0,0,0,0,13,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
,"2582, NSW",0,0,14,5,0,9,0,11,19,0,54,34,0,84,11,38,0,5,27,18,0,0,63,0,0,0,11,19,52,0,5,33,0,0,10,4,5,3,4,8,0,4,0,5,0,13,3,571,
,"2583, NSW",0,0,7,0,0,11,0,5,11,0,21,11,0,22,0,23,0,4,13,0,0,0,7,0,0,0,0,0,9,0,5,4,0,0,4,0,0,0,0,0,0,5,0,0,0,6,0,168,
,"2584, NSW",0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
,"2585, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
,"2586, NSW",0,0,3,0,0,12,0,0,3,0,9,11,0,15,0,7,0,0,14,3,0,0,4,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,101,
,"2587, NSW",0,0,5,0,0,7,0,0,0,0,15,11,0,20,4,20,0,0,9,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
,"2588, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"2590, NSW",0,0,4,0,0,10,0,3,17,4,33,27,6,48,4,33,0,0,25,9,0,0,27,0,0,0,0,5,16,0,12,7,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,302,
,"2594, NSW",0,0,7,0,5,11,0,6,19,4,55,34,0,61,7,35,0,4,37,11,0,0,32,0,0,0,4,0,33,0,0,7,0,0,10,4,4,0,0,6,0,3,0,8,0,9,0,416,
,"2619, NSW",0,0,8,4,0,7,0,0,17,0,47,33,0,12,5,14,0,5,38,15,0,0,43,0,0,0,39,9,79,0,6,25,0,0,11,3,0,0,0,14,0,0,0,12,0,18,3,467,
,"2621, NSW",0,0,3,4,0,0,0,5,15,0,27,17,0,14,3,3,0,0,13,5,0,6,25,0,0,0,15,5,28,0,7,23,0,0,4,0,0,6,0,5,0,0,0,12,0,3,0,248,
,"2622, NSW",0,0,7,0,0,6,0,0,12,0,10,9,0,14,6,3,0,0,12,7,0,0,18,0,0,0,4,3,11,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,136,
,"2623, NSW",0,0,0,0,0,0,0,0,4,0,9,5,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
,"2625, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,20,
,"2626, NSW",0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
,"2627, NSW",0,0,7,0,0,0,0,0,7,0,28,3,0,4,0,0,4,6,33,16,0,7,44,0,0,0,0,5,17,0,3,5,0,0,6,0,0,0,0,15,0,3,0,9,14,74,23,333,
,"2628, NSW",0,0,0,0,0,0,0,0,14,0,17,0,0,10,0,8,0,0,9,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,93,
,"2629, NSW",0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32,
,"2630, NSW",0,0,12,0,3,3,0,0,29,5,47,24,0,54,13,42,0,3,30,11,0,4,20,0,0,0,0,7,19,0,30,9,0,0,3,0,3,0,0,12,0,6,0,0,0,10,0,399,
,"2631, NSW",0,0,0,0,0,3,0,0,5,0,4,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
,"2632, NSW",0,0,7,0,5,0,0,0,0,0,11,9,0,10,0,7,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,
,"2633, NSW",0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
,"2640, NSW",0,0,29,7,8,43,5,25,89,6,201,105,0,211,31,85,11,15,169,61,5,14,178,0,0,0,23,16,100,0,3,57,0,0,36,11,12,0,15,33,3,11,0,28,0,34,6,1686,
,"2641, NSW",0,0,4,0,4,21,0,10,45,3,81,39,0,155,11,47,4,11,42,29,0,4,58,0,0,0,4,6,21,0,0,49,0,0,18,0,3,0,3,6,4,4,0,13,5,10,4,718,
,"2642, NSW",0,0,0,0,5,6,0,9,8,0,26,23,0,28,5,9,0,0,13,6,0,0,14,0,0,0,0,0,8,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,178,
,"2643, NSW",0,0,0,0,0,3,0,0,7,3,17,6,0,21,0,4,0,0,10,3,0,0,10,0,0,0,0,3,6,0,0,3,0,0,3,0,0,0,0,0,4,0,0,3,0,0,4,110,
,"2644, NSW",0,0,4,0,0,7,0,3,3,3,16,0,0,13,0,4,0,0,9,8,0,0,12,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,100,
,"2645, NSW",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
,"2646, NSW",0,0,9,0,0,6,0,6,10,0,27,9,0,43,0,20,0,0,30,16,0,0,24,0,0,0,5,3,11,0,0,12,0,0,5,0,0,0,0,7,0,0,0,3,0,0,4,250,
,"2647, NSW",0,0,0,0,5,5,0,0,0,0,13,3,0,14,4,4,0,0,7,0,0,5,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,79,
,"2648, NSW",0,0,4,0,0,3,5,0,0,5,4,11,0,6,0,12,0,5,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,88,
,"2649, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"2650, NSW",12,0,29,19,6,78,10,28,210,12,330,188,0,283,59,195,6,17,247,120,0,5,232,3,3,0,123,51,117,0,68,72,0,0,52,11,11,13,11,30,12,22,3,50,0,68,14,2820,
,"2651, NSW",0,0,0,0,0,5,0,0,7,0,15,4,0,16,3,0,0,0,0,0,0,0,8,0,0,0,74,7,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
,"2652, NSW",0,0,0,0,0,5,0,3,22,0,19,26,0,23,5,11,0,5,23,3,0,0,10,0,0,0,4,5,10,0,3,3,0,0,0,4,0,4,0,3,0,0,0,3,0,5,0,199,
,"2653, NSW",0,0,3,0,0,3,0,4,6,0,16,7,0,10,0,4,0,0,4,0,0,0,13,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
,"2655, NSW",0,0,0,0,0,4,0,0,7,0,3,7,0,3,0,7,0,0,5,3,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
,"2656, NSW",0,0,0,0,0,0,0,0,0,0,7,8,0,12,0,12,0,0,5,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
,"2658, NSW",0,0,0,0,0,6,0,0,0,0,4,12,0,10,0,8,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
,"2659, NSW",0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
,"2660, NSW",0,0,0,0,0,9,0,0,0,0,8,13,0,10,0,8,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,
,"2661, NSW",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,108,
,"2663, NSW",0,0,8,0,0,11,0,4,13,0,22,12,0,15,0,23,0,4,7,10,0,0,8,0,0,0,0,3,10,0,55,8,0,0,3,0,0,3,0,5,3,0,0,0,0,4,0,231,
,"2665, NSW",0,0,5,0,0,3,0,0,0,0,14,10,0,16,0,6,0,4,4,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,
,"2666, NSW",0,0,8,0,4,7,0,0,13,0,25,16,5,21,9,23,0,0,19,17,0,0,15,0,0,0,0,0,9,0,3,4,0,0,3,0,3,0,0,5,0,0,0,6,0,0,0,215,
,"2668, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
,"2669, NSW",0,0,0,0,0,0,0,0,4,0,6,11,0,13,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,58,
,"2671, NSW",0,0,4,0,0,5,0,0,12,0,18,21,0,26,3,8,0,0,20,5,0,0,23,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,
,"2672, NSW",0,0,6,0,0,9,0,0,10,0,3,7,0,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
,"2675, NSW",0,0,0,0,0,5,0,0,4,0,6,6,0,3,0,10,0,0,5,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,57,
,"2678, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,49,
,"2680, NSW",0,0,17,4,3,11,6,16,53,9,108,63,0,68,20,74,0,3,65,31,0,0,63,0,0,0,0,4,44,0,0,20,0,0,33,4,5,0,4,17,0,15,0,18,0,11,3,792,
,"2681, NSW",0,0,0,0,4,3,0,0,0,0,12,3,0,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,56,
,"2700, NSW",0,0,6,0,5,10,0,5,13,3,28,21,0,25,0,17,0,0,18,7,0,0,19,0,0,0,0,0,13,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,204,
,"2701, NSW",0,0,0,0,0,4,0,0,8,0,20,3,0,13,3,14,0,0,10,4,0,0,4,0,0,0,0,5,9,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,115,
,"2702, NSW",0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
,"2703, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
,"2705, NSW",0,0,4,0,0,8,0,5,14,3,45,35,0,57,8,13,9,3,28,12,0,0,21,0,0,0,0,3,26,0,0,5,0,0,7,4,4,0,3,9,4,4,0,0,0,0,3,337,
,"2706, NSW",0,0,0,0,0,0,0,0,14,0,0,4,0,6,0,5,0,0,11,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
,"2707, NSW",0,0,0,0,0,0,0,0,6,0,9,9,0,10,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
,"2710, NSW",0,0,12,0,0,9,0,5,32,4,70,40,6,80,5,26,0,0,46,12,0,3,30,0,0,0,0,0,31,0,0,0,0,0,10,0,4,0,6,7,0,0,0,3,0,5,0,446,
,"2711, NSW",0,0,6,0,0,5,0,0,6,0,16,10,0,15,0,12,0,0,10,7,0,0,12,0,0,0,0,7,4,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,125,
,"2712, NSW",0,0,5,0,0,4,0,0,0,0,6,8,0,10,0,12,0,0,12,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
,"2713, NSW",0,0,3,0,4,6,0,4,7,0,20,18,0,27,0,14,0,0,17,4,0,4,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,148,
,"2714, NSW",0,0,0,4,0,0,0,5,0,0,4,8,0,15,0,8,0,7,13,4,0,0,6,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,
,"2715, NSW",0,0,6,0,0,3,0,0,3,0,6,6,0,15,0,10,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,72,
,"2716, NSW",0,0,0,0,0,7,0,0,0,0,5,4,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
,"2717, NSW",0,0,0,0,0,0,0,0,9,0,8,8,0,4,0,4,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,
,"2720, NSW",0,0,9,3,4,6,0,3,21,0,27,26,0,48,5,48,0,5,41,7,0,0,23,0,0,0,0,4,17,0,0,3,0,0,8,0,5,4,0,5,0,0,0,0,5,9,0,336,
,"2721, NSW",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
,"2722, NSW",0,0,0,0,0,10,0,0,0,0,16,10,0,7,4,6,0,0,14,13,0,0,21,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,124,
,"2725, NSW",0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
,"2726, NSW",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
,"2727, NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
,"2729, NSW",0,0,0,0,0,5,0,0,6,0,13,4,0,5,0,10,0,0,7,5,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,71,
,"2730, NSW",0,0,5,0,0,0,0,0,4,0,5,3,0,9,0,4,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,43,
,"2731, NSW",0,0,3,0,0,10,0,5,6,0,26,21,0,32,0,11,0,10,33,8,0,3,30,0,0,0,0,0,22,0,0,0,0,0,8,0,0,4,4,8,0,0,0,4,0,4,0,252,
,"2732, NSW",0,0,4,0,0,0,0,0,0,0,4,8,0,6,0,3,0,0,11,6,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,
,"2733, NSW",0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
,"2735, NSW",0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,
,"2736, NSW",0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
,"2737, NSW",0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
,"2738, NSW",0,0,0,0,0,0,0,0,0,0,7,6,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,52,
,"2739, NSW",0,0,0,0,0,0,0,0,0,0,4,12,0,6,5,0,0,5,6,4,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,
,"2745, NSW",0,0,22,6,6,21,0,12,60,7,179,76,0,79,26,55,0,6,80,35,7,8,91,6,0,0,34,16,187,0,59,82,0,0,29,14,3,3,4,22,3,11,0,29,0,33,15,1326,
,"2747, NSW",0,6,20,4,8,39,4,17,108,10,261,100,0,183,37,110,4,16,119,32,3,7,102,4,0,0,12,16,90,0,69,150,0,0,31,6,11,0,6,28,3,10,0,23,0,29,11,1689,
,"2748, NSW",0,0,5,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,52,
,"2749, NSW",0,0,9,4,4,9,0,3,68,3,102,37,0,75,20,54,0,3,59,16,4,0,53,6,0,0,22,9,69,0,39,40,0,0,18,4,4,0,0,14,0,4,0,18,0,26,6,802,
,"2750, NSW",0,0,31,13,16,30,7,22,140,6,264,107,0,178,44,140,0,7,159,34,9,6,132,5,0,0,22,30,176,3,80,128,0,0,36,9,9,5,0,37,5,22,0,41,0,35,21,2009,
,"2752, NSW",0,0,4,0,0,3,0,0,15,0,41,14,0,21,0,9,0,0,27,8,0,0,20,0,0,0,0,3,22,0,5,16,0,0,7,0,0,0,0,4,0,4,0,0,0,5,0,228,
,"2753, NSW",0,0,18,0,8,16,0,5,58,8,93,53,0,79,19,48,0,8,49,10,0,3,59,4,0,0,75,24,67,0,35,29,0,0,17,4,4,3,0,7,0,8,0,17,0,20,11,859,
,"2754, NSW",0,0,3,5,0,3,0,3,15,0,36,18,0,20,6,9,0,0,19,3,0,4,21,0,0,0,18,6,21,0,12,8,0,0,4,4,0,0,4,6,0,4,0,6,0,8,0,266,
,"2756, NSW",0,0,15,5,6,22,0,10,76,8,233,99,0,115,42,65,0,10,104,36,5,6,99,5,0,0,64,30,126,0,61,59,0,0,61,14,5,8,4,19,4,17,0,25,10,79,14,1561,
,"2757, NSW",0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
,"2758, NSW",0,0,4,4,4,4,0,0,22,3,37,38,0,20,4,14,0,3,16,4,0,0,50,0,0,0,0,6,32,0,16,10,0,0,6,5,0,5,5,12,4,6,0,5,0,12,3,354,
,"2759, NSW",0,0,14,0,8,29,0,3,77,9,219,91,0,104,29,92,4,9,92,32,3,11,65,11,0,0,4,9,75,0,52,85,10,0,26,11,3,0,3,18,3,12,0,17,0,22,12,1264,
,"2760, NSW",0,0,16,3,7,22,0,4,82,13,154,62,0,155,20,120,0,10,77,30,9,13,76,5,0,0,8,9,59,0,31,120,0,0,10,7,5,0,4,16,0,6,0,14,0,13,7,1187,
,"2761, NSW",0,0,6,4,11,41,0,0,55,4,153,34,5,135,29,209,0,8,72,32,14,13,39,5,0,0,4,3,44,0,38,135,0,0,9,7,9,0,0,16,3,8,0,14,0,15,6,1180,
,"2762, NSW",0,0,8,0,4,6,0,0,5,0,32,14,0,17,0,4,0,0,13,5,0,0,17,0,0,0,0,6,17,0,5,6,0,0,9,0,3,0,0,0,0,0,0,3,0,6,4,184,
,"2763, NSW",0,0,14,3,8,21,0,9,76,10,228,53,5,107,36,123,0,5,70,31,11,8,72,10,0,0,16,11,110,0,66,81,0,0,22,7,0,5,0,32,0,4,0,18,0,42,17,1331,
,"2765, NSW",0,0,7,0,6,3,0,0,35,0,70,34,0,51,13,22,0,3,44,9,0,8,19,4,0,0,0,8,34,0,11,32,0,0,17,4,5,0,4,12,0,5,0,15,4,34,8,521,
,"2766, NSW",5,0,0,0,4,13,0,0,34,3,68,22,5,85,20,106,0,0,41,11,3,7,20,7,0,0,0,0,15,0,13,59,0,0,3,7,8,0,0,17,0,3,0,4,0,11,0,594,
,"2767, NSW",0,0,4,0,6,25,0,3,37,8,89,26,5,92,19,170,0,8,43,18,11,3,22,13,0,0,0,0,24,0,24,74,0,0,12,3,4,3,0,18,5,12,0,4,0,5,3,793,
,"2768, NSW",0,0,9,7,3,22,0,0,68,0,156,30,0,75,19,79,0,6,35,24,6,6,74,3,0,0,9,16,82,0,48,71,0,0,11,4,3,3,4,18,4,3,0,24,0,47,16,985,
,"2769, NSW",0,0,0,0,0,6,0,0,3,0,13,4,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,4,35,0,5,8,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,122,
,"2770, NSW",0,6,4,6,3,31,7,4,138,12,227,158,0,260,42,252,4,24,139,50,8,18,118,14,0,0,0,0,20,11,49,259,0,0,15,7,8,7,5,31,6,25,0,28,0,13,11,2020,
,"2773, NSW",0,0,5,4,0,3,0,4,19,0,35,19,0,18,10,7,0,0,14,12,0,0,41,0,0,0,4,12,27,0,5,12,0,0,5,0,0,7,0,3,0,0,0,3,0,24,4,297,
,"2774, NSW",0,0,9,7,7,11,0,6,39,3,87,50,0,48,5,29,0,3,38,15,0,0,59,4,0,0,11,11,57,0,14,12,0,0,13,4,4,5,3,13,0,10,0,20,7,26,9,639,
,"2775, NSW",0,0,0,0,0,0,0,0,0,4,8,4,0,8,0,5,0,0,6,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,54,
