,index,Electorate,postcode,record
3404,2640_5,Farrer,2640,5
3405,2640_6,Farrer,2640,6
3406,2640_7,Riverina,2640,7
3407,2640_8,Farrer,2640,8
3408,2640_9,Farrer,2640,9
3409,2641_0,Farrer,2641,0
3410,2641_1,Farrer,2641,1
3411,2641_2,Farrer,2641,2
3412,2642_0,Farrer,2642,0
3413,2642_1,Farrer,2642,1
3414,2642_10,Farrer,2642,10
3415,2642_11,Riverina,2642,11
3416,2642_12,Riverina,2642,12
3417,2642_13,Riverina,2642,13
3418,2642_14,Farrer,2642,14
3419,2642_15,Riverina,2642,15
3420,2642_16,Farrer,2642,16
3421,2642_17,Riverina,2642,17
3422,2642_18,Farrer,2642,18
3423,2642_2,Riverina,2642,2
3424,2642_3,Farrer,2642,3
3425,2642_4,Farrer,2642,4
3426,2642_5,Riverina,2642,5
3427,2642_6,Riverina,2642,6
3428,2642_7,Riverina,2642,7
3429,2642_8,Riverina,2642,8
3430,2642_9,Farrer,2642,9
3431,2643_0,Farrer,2643,0
3432,2644_0,Farrer,2644,0
3433,2644_1,Farrer,2644,1
3434,2644_2,Farrer,2644,2
3435,2644_3,Farrer,2644,3
3436,2644_4,Farrer,2644,4
3437,2644_5,Farrer,2644,5
3438,2644_6,Farrer,2644,6
3439,2644_7,Farrer,2644,7
3440,2644_8,Farrer,2644,8
3441,2644_9,Farrer,2644,9
3442,2645_0,Farrer,2645,0
3443,2646_0,Farrer,2646,0
3444,2646_1,Farrer,2646,1
3445,2646_10,Farrer,2646,10
3446,2646_11,Farrer,2646,11
3447,2646_12,Farrer,2646,12
3448,2646_13,Farrer,2646,13
3449,2646_2,Farrer,2646,2
3450,2646_3,Farrer,2646,3
3451,2646_4,Farrer,2646,4
3452,2646_5,Farrer,2646,5
3453,2646_6,Farrer,2646,6
3454,2646_7,Farrer,2646,7
3455,2646_8,Farrer,2646,8
3456,2646_9,Farrer,2646,9
3457,2647_0,Farrer,2647,0
3458,2648_0,Farrer,2648,0
3459,2648_1,Farrer,2648,1
3460,2648_2,Farrer,2648,2
3461,2648_3,Farrer,2648,3
3462,2648_4,Farrer,2648,4
3463,2648_5,Farrer,2648,5
3464,2648_6,Farrer,2648,6
3465,2648_7,Farrer,2648,7
3466,2648_8,Farrer,2648,8
3467,2649_0,Riverina,2649,0
3468,2649_1,Riverina,2649,1
3469,2649_2,Riverina,2649,2
3470,2650_0,Riverina,2650,0
3471,2650_1,Riverina,2650,1
3472,2650_10,Riverina,2650,10
3473,2650_11,Riverina,2650,11
3474,2650_12,Farrer,2650,12
3475,2650_13,Riverina,2650,13
3476,2650_14,Riverina,2650,14
3477,2650_15,Farrer,2650,15
3478,2650_16,Riverina,2650,16
3479,2650_17,Riverina,2650,17
3480,2650_18,Riverina,2650,18
3481,2650_19,Riverina,2650,19
3482,2650_2,Riverina,2650,2
3483,2650_3,Riverina,2650,3
3484,2650_4,Riverina,2650,4
3485,2650_5,Riverina,2650,5
3486,2650_6,Riverina,2650,6
3487,2650_7,Riverina,2650,7
3488,2650_8,Riverina,2650,8
3489,2650_9,Riverina,2650,9
3490,2651_0,Riverina,2651,0
3491,2652_0,Riverina,2652,0
3492,2652_1,Farrer,2652,1
3493,2652_10,Riverina,2652,10
3494,2652_11,Riverina,2652,11
3495,2652_12,Riverina,2652,12
3496,2652_13,Riverina,2652,13
3497,2652_14,Riverina,2652,14
3498,2652_15,Riverina,2652,15
3499,2652_16,Riverina,2652,16
3500,2652_17,Farrer,2652,17
3501,2652_18,Riverina,2652,18
3502,2652_19,Riverina,2652,19
3503,2652_2,Riverina,2652,2
3504,2652_3,Riverina,2652,3
3505,2652_4,Riverina,2652,4
3506,2652_5,Riverina,2652,5
3507,2652_6,Riverina,2652,6
3508,2652_7,Farrer,2652,7
3509,2652_8,Riverina,2652,8
3510,2652_9,Riverina,2652,9
3511,2653_0,Riverina,2653,0
3512,2653_1,Riverina,2653,1
3513,2653_10,Riverina,2653,10
3514,2653_2,Riverina,2653,2
3515,2653_3,Riverina,2653,3
3516,2653_4,Riverina,2653,4
3517,2653_5,Riverina,2653,5
3518,2653_6,Riverina,2653,6
3519,2653_7,Riverina,2653,7
3520,2653_8,Riverina,2653,8
3521,2653_9,Riverina,2653,9
3522,2655_0,Farrer,2655,0
3523,2655_1,Farrer,2655,1
3524,2655_2,Riverina,2655,2
3525,2655_3,Farrer,2655,3
3526,2656_0,Riverina,2656,0
3527,2656_1,Farrer,2656,1
3528,2656_2,Riverina,2656,2
3529,2656_3,Farrer,2656,3
3530,2656_4,Farrer,2656,4
3531,2656_5,Farrer,2656,5
3532,2658_0,Farrer,2658,0
3533,2658_1,Farrer,2658,1
3534,2658_2,Farrer,2658,2
3535,2659_0,Farrer,2659,0
3536,2659_1,Farrer,2659,1
3537,2660_0,Farrer,2660,0
3538,2660_1,Farrer,2660,1
3539,2661_0,Riverina,2661,0
3540,2663_0,Riverina,2663,0
3541,2663_1,Riverina,2663,1
3542,2663_2,Riverina,2663,2
3543,2663_3,Riverina,2663,3
3544,2663_4,Riverina,2663,4
3545,2665_0,Riverina,2665,0
3546,2665_1,Riverina,2665,1
3547,2665_10,Riverina,2665,10
3548,2665_11,Riverina,2665,11
3549,2665_2,Riverina,2665,2
3550,2665_3,Riverina,2665,3
3551,2665_4,Riverina,2665,4
3552,2665_5,Riverina,2665,5
3553,2665_6,Riverina,2665,6
3554,2665_7,Riverina,2665,7
3555,2665_8,Riverina,2665,8
3556,2665_9,Riverina,2665,9
3557,2666_0,Riverina,2666,0
3558,2666_1,Riverina,2666,1
3559,2666_10,Riverina,2666,10
3560,2666_11,Riverina,2666,11
3561,2666_12,Riverina,2666,12
3562,2666_13,Riverina,2666,13
3563,2666_14,Riverina,2666,14
3564,2666_2,Riverina,2666,2
3565,2666_3,Riverina,2666,3
3566,2666_4,Riverina,2666,4
3567,2666_5,Riverina,2666,5
3568,2666_6,Hume,2666,6
3569,2666_7,Riverina,2666,7
3570,2666_8,Riverina,2666,8
3571,2666_9,Riverina,2666,9
3572,2668_0,Riverina,2668,0
3573,2669_0,Riverina,2669,0
3574,2669_1,Parkes,2669,1
3575,2669_10,Riverina,2669,10
3576,2669_11,Riverina,2669,11
3577,2669_12,Parkes,2669,12
3578,2669_13,Parkes,2669,13
3579,2669_14,Riverina,2669,14
3580,2669_15,Riverina,2669,15
3581,2669_16,Parkes,2669,16
3582,2669_2,Riverina,2669,2
3583,2669_3,Riverina,2669,3
3584,2669_4,Parkes,2669,4
3585,2669_5,Riverina,2669,5
3586,2669_6,Riverina,2669,6
3587,2669_7,Riverina,2669,7
3588,2669_8,Parkes,2669,8
3589,2669_9,Riverina,2669,9
3590,2671_0,Riverina,2671,0
3591,2671_1,Riverina,2671,1
3592,2671_2,Parkes,2671,2
3593,2671_3,Calare,2671,3
3594,2671_4,Riverina,2671,4
3595,2671_5,Riverina,2671,5
3596,2671_6,Riverina,2671,6
3597,2671_7,Riverina,2671,7
3598,2672_0,Parkes,2672,0
3599,2672_1,Parkes,2672,1
3600,2672_2,Parkes,2672,2
3601,2675_0,Riverina,2675,0
3602,2675_1,Riverina,2675,1
3603,2675_2,Riverina,2675,2
3604,2675_3,Riverina,2675,3
3605,2675_4,Riverina,2675,4
3606,2678_0,Riverina,2678,0
3607,2680_0,Riverina,2680,0
3608,2680_1,Riverina,2680,1
3609,2680_10,Riverina,2680,10
3610,2680_11,Riverina,2680,11
3611,2680_12,Riverina,2680,12
3612,2680_13,Riverina,2680,13
3613,2680_14,Riverina,2680,14
3614,2680_2,Riverina,2680,2
3615,2680_3,Riverina,2680,3
3616,2680_4,Riverina,2680,4
3617,2680_5,Riverina,2680,5
3618,2680_6,Riverina,2680,6
3619,2680_7,Riverina,2680,7
3620,2680_8,Riverina,2680,8
3621,2680_9,Riverina,2680,9
3622,2681_0,Riverina,2681,0
3623,2681_1,Riverina,2681,1
3624,2700_0,Riverina,2700,0
3625,2700_1,Riverina,2700,1
3626,2700_2,Riverina,2700,2
3627,2700_3,Riverina,2700,3
3628,2700_4,Riverina,2700,4
3629,2700_5,Farrer,2700,5
3630,2700_6,Riverina,2700,6
3631,2700_7,Riverina,2700,7
3632,2700_8,Riverina,2700,8
3633,2701_0,Riverina,2701,0
3634,2701_1,Riverina,2701,1
3635,2701_2,Riverina,2701,2
3636,2701_3,Riverina,2701,3
3637,2702_0,Riverina,2702,0
3638,2703_0,Riverina,2703,0
3639,2705_0,Riverina,2705,0
3640,2705_1,Riverina,2705,1
3641,2705_2,Riverina,2705,2
3642,2705_3,Riverina,2705,3
3643,2705_4,Riverina,2705,4
3644,2705_5,Riverina,2705,5
3645,2705_6,Riverina,2705,6
3646,2705_7,Riverina,2705,7
3647,2705_8,Riverina,2705,8
3648,2706_0,Riverina,2706,0
3649,2707_0,Riverina,2707,0
3650,2707_1,Farrer,2707,1
3651,2707_2,Riverina,2707,2
3652,2710_0,Farrer,2710,0
3653,2710_1,Farrer,2710,1
3654,2710_10,Farrer,2710,10
3655,2710_11,Farrer,2710,11
3656,2710_12,Farrer,2710,12
3657,2710_13,Farrer,2710,13
3658,2710_14,Farrer,2710,14
3659,2710_15,Farrer,2710,15
3660,2710_16,Farrer,2710,16
3661,2710_17,Farrer,2710,17
3662,2710_18,Farrer,2710,18
3663,2710_19,Farrer,2710,19
3664,2710_2,Farrer,2710,2
3665,2710_3,Farrer,2710,3
3666,2710_4,Farrer,2710,4
3667,2710_5,Farrer,2710,5
3668,2710_6,Farrer,2710,6
3669,2710_7,Farrer,2710,7
3670,2710_8,Farrer,2710,8
3671,2710_9,Farrer,2710,9
3672,2711_0,Farrer,2711,0
3673,2711_1,Riverina,2711,1
3674,2711_2,Riverina,2711,2
3675,2711_3,Farrer,2711,3
3676,2711_4,Riverina,2711,4
3677,2711_5,Farrer,2711,5
3678,2711_6,Farrer,2711,6
3679,2711_7,Farrer,2711,7
3680,2711_8,Farrer,2711,8
3681,2711_9,Farrer,2711,9
3682,2712_0,Farrer,2712,0
3683,2712_1,Farrer,2712,1
3684,2713_0,Farrer,2713,0
3685,2713_1,Farrer,2713,1
3686,2713_2,Farrer,2713,2
3687,2713_3,Farrer,2713,3
3688,2714_0,Farrer,2714,0
3689,2714_1,Farrer,2714,1
3690,2714_2,Farrer,2714,2
3691,2714_3,Farrer,2714,3
3692,2715_0,Farrer,2715,0
3693,2715_1,Farrer,2715,1
3694,2715_2,Farrer,2715,2
3695,2715_3,Farrer,2715,3
3696,2715_4,Farrer,2715,4
3697,2715_5,Farrer,2715,5
3698,2715_6,Farrer,2715,6
3699,2716_0,Riverina,2716,0
3700,2716_1,Farrer,2716,1
3701,2716_2,Farrer,2716,2
3702,2716_3,Riverina,2716,3
3703,2716_4,Farrer,2716,4
3704,2717_0,Farrer,2717,0
3705,2717_1,Farrer,2717,1
3706,2720_0,Riverina,2720,0
3707,2720_1,Riverina,2720,1
3708,2720_10,Riverina,2720,10
3709,2720_11,Riverina,2720,11
3710,2720_12,Riverina,2720,12
3711,2720_13,Riverina,2720,13
3712,2720_14,Riverina,2720,14
3713,2720_15,Riverina,2720,15
3714,2720_16,Riverina,2720,16
3715,2720_17,Riverina,2720,17
3716,2720_18,Riverina,2720,18
3717,2720_19,Riverina,2720,19
3718,2720_2,Riverina,2720,2
3719,2720_3,Riverina,2720,3
3720,2720_4,Riverina,2720,4
3721,2720_5,Riverina,2720,5
3722,2720_6,Riverina,2720,6
3723,2720_7,Riverina,2720,7
3724,2720_8,Riverina,2720,8
3725,2720_9,Riverina,2720,9
3726,2721_0,Riverina,2721,0
3727,2721_1,Hume,2721,1
3728,2721_2,Riverina,2721,2
3729,2722_0,Riverina,2722,0
3730,2722_1,Riverina,2722,1
3731,2722_10,Riverina,2722,10
3732,2722_2,Riverina,2722,2
3733,2722_3,Riverina,2722,3
3734,2722_4,Riverina,2722,4
3735,2722_5,Riverina,2722,5
3736,2722_6,Riverina,2722,6
3737,2722_7,Hume,2722,7
3738,2722_8,Riverina,2722,8
3739,2722_9,Riverina,2722,9
3740,2725_0,Hume,2725,0
3741,2725_1,Riverina,2725,1
3742,2726_0,Hume,2726,0
3743,2727_0,Riverina,2727,0
3744,2727_1,Riverina,2727,1
3745,2727_2,Riverina,2727,2
3746,2729_0,Riverina,2729,0
3747,2729_1,Riverina,2729,1
3748,2729_10,Riverina,2729,10
3749,2729_11,Riverina,2729,11
3750,2729_12,Riverina,2729,12
3751,2729_13,Riverina,2729,13
3752,2729_14,Riverina,2729,14
3753,2729_15,Riverina,2729,15
3754,2729_16,Riverina,2729,16
3755,2729_17,Riverina,2729,17
3756,2729_2,Riverina,2729,2
3757,2729_3,Riverina,2729,3
3758,2729_4,Riverina,2729,4
3759,2729_5,Riverina,2729,5
3760,2729_6,Riverina,2729,6
3761,2729_7,Riverina,2729,7
3762,2729_8,Riverina,2729,8
3763,2729_9,Riverina,2729,9
3764,2730_0,Riverina,2730,0
3765,2730_1,Riverina,2730,1
3766,2730_2,Riverina,2730,2
3767,2730_3,Riverina,2730,3
3768,2730_4,Riverina,2730,4
3769,2731_0,Farrer,2731,0
3770,2731_1,Farrer,2731,1
3771,2731_2,Farrer,2731,2
3772,2731_3,Farrer,2731,3
3773,2731_4,Farrer,2731,4
3774,2732_0,Farrer,2732,0
3775,2732_1,Farrer,2732,1
3776,2732_2,Farrer,2732,2
3777,2732_3,Farrer,2732,3
3778,2732_4,Farrer,2732,4
3779,2732_5,Farrer,2732,5
3780,2733_0,Farrer,2733,0
3781,2733_1,Farrer,2733,1
3782,2733_2,Farrer,2733,2
3783,2733_3,Farrer,2733,3
3784,2733_4,Farrer,2733,4
3785,2733_5,Farrer,2733,5
3786,2734_0,Farrer,2734,0
3787,2734_1,Farrer,2734,1
3788,2734_2,Farrer,2734,2
3789,2734_3,Farrer,2734,3
3790,2734_4,Farrer,2734,4
3791,2734_5,Farrer,2734,5
3792,2735_0,Farrer,2735,0
3793,2736_0,Farrer,2736,0
3794,2736_1,Farrer,2736,1
3795,2737_0,Farrer,2737,0
3796,2738_0,Farrer,2738,0
3797,2738_1,Farrer,2738,1
3798,2738_2,Farrer,2738,2
3799,2738_3,Farrer,2738,3
3800,2739_0,Farrer,2739,0
3801,2739_1,Farrer,2739,1
3802,2739_2,Farrer,2739,2
3803,2745_0,Lindsay,2745,0
3804,2745_1,Macarthur,2745,1
3805,2745_2,Lindsay,2745,2
3806,2745_3,Macarthur,2745,3
3807,2745_4,Lindsay,2745,4
3808,2745_5,Macarthur,2745,5
3809,2745_6,Lindsay,2745,6
3810,2745_7,Macarthur,2745,7
3811,2747_0,Lindsay,2747,0
3812,2747_1,Lindsay,2747,1
3813,2747_10,Lindsay,2747,10
3814,2747_2,Lindsay,2747,2
3815,2747_3,Lindsay,2747,3
3816,2747_4,Lindsay,2747,4
3817,2747_5,Lindsay,2747,5
3818,2747_6,Lindsay,2747,6
3819,2747_7,Chifley,2747,7
3820,2747_8,Lindsay,2747,8
3821,2747_9,Lindsay,2747,9
3822,2748_0,Lindsay,2748,0
3823,2748_1,McMahon,2748,1
3824,2748_2,Lindsay,2748,2
3825,2749_0,Lindsay,2749,0
3826,2749_1,Lindsay,2749,1
3827,2749_2,Lindsay,2749,2
3828,2750_0,Lindsay,2750,0
3829,2750_1,Lindsay,2750,1
3830,2750_2,Lindsay,2750,2
3831,2750_3,Lindsay,2750,3
3832,2750_4,Lindsay,2750,4
3833,2750_5,Lindsay,2750,5
3834,2750_6,Lindsay,2750,6
3835,2750_7,Lindsay,2750,7
3836,2752_0,Hume,2752,0
3837,2752_1,Macarthur,2752,1
3838,2752_2,Macarthur,2752,2
3839,2753_0,Lindsay,2753,0
3840,2753_1,Macquarie,2753,1
3841,2753_2,Macquarie,2753,2
3842,2753_3,Macquarie,2753,3
3843,2753_4,Macquarie,2753,4
3844,2753_5,Macquarie,2753,5
3845,2753_6,Lindsay,2753,6
3846,2753_7,Macquarie,2753,7
3847,2753_8,Macquarie,2753,8
3848,2753_9,Macquarie,2753,9
3849,2754_0,Macquarie,2754,0
3850,2754_1,Macquarie,2754,1
3851,2754_2,Macquarie,2754,2
3852,2755_0,Macquarie,2755,0
3853,2756_0,Macquarie,2756,0
3854,2756_1,Berowra,2756,1
3855,2756_10,Macquarie,2756,10
3856,2756_11,Macquarie,2756,11
3857,2756_12,Berowra,2756,12
3858,2756_13,Macquarie,2756,13
3859,2756_14,Berowra,2756,14
3860,2756_15,Macquarie,2756,15
3861,2756_16,Berowra,2756,16
3862,2756_17,Macquarie,2756,17
3863,2756_18,Macquarie,2756,18
3864,2756_19,Macquarie,2756,19
3865,2756_2,Macquarie,2756,2
3866,2756_3,Macquarie,2756,3
3867,2756_4,Macquarie,2756,4
3868,2756_5,Macquarie,2756,5
3869,2756_6,Macquarie,2756,6
3870,2756_7,Macquarie,2756,7
3871,2756_8,Macquarie,2756,8
3872,2756_9,Macquarie,2756,9
3873,2757_0,Macquarie,2757,0
3874,2758_0,Macquarie,2758,0
3875,2758_1,Macquarie,2758,1
3876,2758_2,Macquarie,2758,2
3877,2758_3,Macquarie,2758,3
3878,2758_4,Macquarie,2758,4
3879,2758_5,Macquarie,2758,5
3880,2758_6,Macquarie,2758,6
3881,2758_7,Macquarie,2758,7
3882,2758_8,Macquarie,2758,8
3883,2759_0,McMahon,2759,0
3884,2759_1,McMahon,2759,1
3885,2760_0,Lindsay,2760,0
3886,2760_1,Lindsay,2760,1
3887,2760_2,Lindsay,2760,2
3888,2760_3,Lindsay,2760,3
3889,2760_4,Chifley,2760,4
3890,2760_5,Lindsay,2760,5
3891,2761_0,Chifley,2761,0
3892,2761_1,Chifley,2761,1
3893,2761_2,Chifley,2761,2
3894,2761_3,Chifley,2761,3
3895,2761_4,Chifley,2761,4
3896,2761_5,Chifley,2761,5
3897,2762_0,Chifley,2762,0
3898,2762_1,Greenway,2762,1
3899,2763_0,Greenway,2763,0
3900,2763_1,Chifley,2763,1
3901,2763_2,Greenway,2763,2
3902,2765_0,Lindsay,2765,0
3903,2765_1,Mitchell,2765,1
3904,2765_10,Greenway,2765,10
3905,2765_11,Macquarie,2765,11
3906,2765_2,Berowra,2765,2
3907,2765_3,Macquarie,2765,3
3908,2765_4,Mitchell,2765,4
3909,2765_5,Chifley,2765,5
3910,2765_6,Mitchell,2765,6
3911,2765_7,Macquarie,2765,7
3912,2765_8,Chifley,2765,8
3913,2765_9,Greenway,2765,9
3914,2766_0,Chifley,2766,0
3915,2766_1,McMahon,2766,1
3916,2766_2,Chifley,2766,2
3917,2767_0,Chifley,2767,0
3918,2767_1,Chifley,2767,1
3919,2767_2,Chifley,2767,2
3920,2768_0,Greenway,2768,0
3921,2768_1,Greenway,2768,1
3922,2768_2,Greenway,2768,2
3923,2769_0,Greenway,2769,0
3924,2770_0,Chifley,2770,0
3925,2770_1,Chifley,2770,1
3926,2770_10,Chifley,2770,10
3927,2770_11,Chifley,2770,11
3928,2770_2,Chifley,2770,2
3929,2770_3,Chifley,2770,3
3930,2770_4,Chifley,2770,4
3931,2770_5,Chifley,2770,5
3932,2770_6,Chifley,2770,6
3933,2770_7,Chifley,2770,7
3934,2770_8,Chifley,2770,8
3935,2770_9,Chifley,2770,9
3936,2773_0,Macquarie,2773,0
3937,2773_1,Macquarie,2773,1
3938,2773_2,Macquarie,2773,2
3939,2774_0,Macquarie,2774,0
3940,2774_1,Macquarie,2774,1
3941,2774_2,Macquarie,2774,2
3942,2774_3,Macquarie,2774,3
3943,2775_0,Macquarie,2775,0
3944,2775_1,Macquarie,2775,1
3945,2775_10,Macquarie,2775,10
3946,2775_11,Berowra,2775,11
3947,2775_12,Robertson,2775,12
3948,2775_13,Macquarie,2775,13
3949,2775_14,Macquarie,2775,14
3950,2775_15,Robertson,2775,15
3951,2775_16,Macquarie,2775,16
3952,2775_17,Macquarie,2775,17
3953,2775_18,Berowra,2775,18
3954,2775_19,Macquarie,2775,19
3955,2775_2,Robertson,2775,2
3956,2775_3,Macquarie,2775,3
3957,2775_4,Berowra,2775,4
3958,2775_5,Berowra,2775,5
3959,2775_6,Berowra,2775,6
3960,2775_7,Macquarie,2775,7
3961,2775_8,Robertson,2775,8
3962,2775_9,Macquarie,2775,9
3963,2776_0,Macquarie,2776,0
3964,2777_0,Macquarie,2777,0
3965,2777_1,Macquarie,2777,1
3966,2777_2,Macquarie,2777,2
3967,2777_3,Macquarie,2777,3
3968,2777_4,Macquarie,2777,4
3969,2777_5,Macquarie,2777,5
3970,2778_0,Macquarie,2778,0
3971,2778_1,Macquarie,2778,1
3972,2779_0,Macquarie,2779,0
3973,2780_0,Macquarie,2780,0
3974,2780_1,Macquarie,2780,1
3975,2780_2,Macquarie,2780,2
3976,2782_0,Macquarie,2782,0
3977,2783_0,Macquarie,2783,0
3978,2784_0,Macquarie,2784,0
3979,2785_0,Macquarie,2785,0
3980,2785_1,Macquarie,2785,1
3981,2785_2,Macquarie,2785,2
3982,2786_0,Macquarie,2786,0
3983,2786_1,Calare,2786,1
3984,2786_2,Macquarie,2786,2
3985,2786_3,Macquarie,2786,3
3986,2786_4,Macquarie,2786,4
3987,2787_0,Hume,2787,0
3988,2787_1,Calare,2787,1
3989,2787_10,Calare,2787,10
3990,2787_11,Calare,2787,11
3991,2787_12,Calare,2787,12
3992,2787_13,Calare,2787,13
3993,2787_14,Calare,2787,14
3994,2787_15,Calare,2787,15
3995,2787_16,Calare,2787,16
3996,2787_17,Calare,2787,17
3997,2787_18,Calare,2787,18
3998,2787_19,Calare,2787,19
3999,2787_2,Calare,2787,2
4000,2787_3,Calare,2787,3
4001,2787_4,Calare,2787,4
4002,2787_5,Calare,2787,5
4003,2787_6,Calare,2787,6
4004,2787_7,Calare,2787,7
4005,2787_8,Calare,2787,8
4006,2787_9,Calare,2787,9
4007,2790_0,Calare,2790,0
4008,2790_1,Calare,2790,1
4009,2790_10,Calare,2790,10
4010,2790_11,Calare,2790,11
4011,2790_12,Calare,2790,12
4012,2790_13,Calare,2790,13
4013,2790_14,Calare,2790,14
4014,2790_15,Calare,2790,15
4015,2790_16,Calare,2790,16
4016,2790_17,Calare,2790,17
4017,2790_18,Calare,2790,18
4018,2790_19,Calare,2790,19
4019,2790_2,Calare,2790,2
4020,2790_3,Calare,2790,3
4021,2790_4,Calare,2790,4
4022,2790_5,Calare,2790,5
4023,2790_6,Calare,2790,6
4024,2790_7,Calare,2790,7
4025,2790_8,Calare,2790,8
4026,2790_9,Calare,2790,9
4027,2791_0,Calare,2791,0
4028,2791_1,Calare,2791,1
4029,2792_0,Calare,2792,0
4030,2792_1,Calare,2792,1
4031,2792_2,Hume,2792,2
4032,2793_0,Hume,2793,0
4033,2793_1,Hume,2793,1
4034,2793_2,Hume,2793,2
4035,2794_0,Hume,2794,0
4036,2794_1,Hume,2794,1
4037,2794_2,Hume,2794,2
4038,2794_3,Hume,2794,3
4039,2794_4,Hume,2794,4
4040,2794_5,Hume,2794,5
4041,2795_0,Calare,2795,0
4042,2795_1,Calare,2795,1
4043,2795_10,Calare,2795,10
4044,2795_11,Calare,2795,11
4045,2795_12,Calare,2795,12
4046,2795_13,Calare,2795,13
4047,2795_14,Calare,2795,14
4048,2795_15,Calare,2795,15
4049,2795_16,Calare,2795,16
4050,2795_17,Calare,2795,17
4051,2795_18,Calare,2795,18
4052,2795_19,Parkes,2795,19
4053,2795_2,Calare,2795,2
4054,2795_3,Calare,2795,3
4055,2795_4,Calare,2795,4
4056,2795_5,Calare,2795,5
4057,2795_6,Calare,2795,6
4058,2795_7,Calare,2795,7
4059,2795_8,Calare,2795,8
4060,2795_9,Calare,2795,9
4061,2797_0,Calare,2797,0
4062,2797_1,Hume,2797,1
4063,2797_2,Calare,2797,2
4064,2797_3,Hume,2797,3
4065,2798_0,Calare,2798,0
4066,2798_1,Calare,2798,1
4067,2798_2,Calare,2798,2
4068,2798_3,Calare,2798,3
4069,2798_4,Calare,2798,4
4070,2798_5,Calare,2798,5
4071,2798_6,Calare,2798,6
4072,2799_0,Calare,2799,0
4073,2799_1,Calare,2799,1
4074,2799_2,Calare,2799,2
4075,2799_3,Calare,2799,3
4076,2799_4,Calare,2799,4
4077,2799_5,Calare,2799,5
4078,2799_6,Hume,2799,6
4079,2799_7,Calare,2799,7
4080,2800_0,Calare,2800,0
4081,2800_1,Calare,2800,1
4082,2800_10,Calare,2800,10
4083,2800_11,Calare,2800,11
4084,2800_12,Parkes,2800,12
4085,2800_13,Calare,2800,13
4086,2800_14,Calare,2800,14
4087,2800_15,Calare,2800,15
4088,2800_16,Calare,2800,16
4089,2800_17,Calare,2800,17
4090,2800_18,Calare,2800,18
4091,2800_19,Calare,2800,19
4092,2800_2,Calare,2800,2
4093,2800_3,Calare,2800,3
4094,2800_4,Calare,2800,4
4095,2800_5,Calare,2800,5
4096,2800_6,Calare,2800,6
4097,2800_7,Calare,2800,7
4098,2800_8,Calare,2800,8
4099,2800_9,Calare,2800,9
4100,2803_0,Hume,2803,0
4101,2803_1,Hume,2803,1
4102,2803_2,Hume,2803,2
4103,2804_0,Hume,2804,0
4104,2804_1,Calare,2804,1
4105,2804_2,Hume,2804,2
4106,2804_3,Calare,2804,3
4107,2804_4,Calare,2804,4
4108,2805_0,Calare,2805,0
4109,2805_1,Hume,2805,1
4110,2806_0,Calare,2806,0
4111,2807_0,Hume,2807,0
4112,2808_0,Hume,2808,0
4113,2809_0,Hume,2809,0
4114,2810_0,Hume,2810,0
4115,2810_1,Hume,2810,1
4116,2810_2,Hume,2810,2
4117,2810_3,Hume,2810,3
4118,2810_4,Hume,2810,4
4119,2810_5,Hume,2810,5
4120,2810_6,Hume,2810,6
4121,2810_7,Calare,2810,7
4122,2810_8,Hume,2810,8
4123,2820_0,Parkes,2820,0
4124,2820_1,Parkes,2820,1
4125,2820_10,Parkes,2820,10
4126,2820_11,Parkes,2820,11
4127,2820_12,Parkes,2820,12
4128,2820_13,Parkes,2820,13
4129,2820_14,Parkes,2820,14
4130,2820_15,Parkes,2820,15
4131,2820_16,Parkes,2820,16
4132,2820_17,Parkes,2820,17
4133,2820_18,Parkes,2820,18
4134,2820_19,Parkes,2820,19
4135,2820_2,Parkes,2820,2
4136,2820_3,Parkes,2820,3
4137,2820_4,Parkes,2820,4
4138,2820_5,Parkes,2820,5
4139,2820_6,Parkes,2820,6
4140,2820_7,Parkes,2820,7
4141,2820_8,Parkes,2820,8
4142,2820_9,Parkes,2820,9
4143,2821_0,Parkes,2821,0
4144,2821_1,Parkes,2821,1
4145,2823_0,Parkes,2823,0
4146,2823_1,Parkes,2823,1
4147,2823_2,Parkes,2823,2
4148,2823_3,Parkes,2823,3
4149,2823_4,Parkes,2823,4
4150,2824_0,Parkes,2824,0
4151,2824_1,Parkes,2824,1
4152,2824_10,Parkes,2824,10
4153,2824_11,Parkes,2824,11
4154,2824_12,Parkes,2824,12
4155,2824_2,Parkes,2824,2
4156,2824_3,Parkes,2824,3
4157,2824_4,Parkes,2824,4
4158,2824_5,Parkes,2824,5
4159,2824_6,Parkes,2824,6
4160,2824_7,Parkes,2824,7
4161,2824_8,Parkes,2824,8
4162,2824_9,Parkes,2824,9
4163,2825_0,Parkes,2825,0
4164,2825_1,Parkes,2825,1
4165,2825_2,Parkes,2825,2
4166,2825_3,Parkes,2825,3
4167,2825_4,Parkes,2825,4
4168,2825_5,Parkes,2825,5
4169,2825_6,Parkes,2825,6
4170,2825_7,Parkes,2825,7
4171,2827_0,Parkes,2827,0
4172,2827_1,Parkes,2827,1
4173,2827_2,Parkes,2827,2
4174,2827_3,Parkes,2827,3
4175,2827_4,Parkes,2827,4
4176,2827_5,Parkes,2827,5
4177,2827_6,Parkes,2827,6
4178,2828_0,Parkes,2828,0
4179,2828_1,Parkes,2828,1
4180,2828_2,Parkes,2828,2
