,index,Electorate,postcode,record
0,0800_0,Solomon,0800,0
1,0801_0,Lingiari,0801,0
2,0801_1,Lingiari,0801,1
3,0810_0,Solomon,0810,0
4,0810_1,Solomon,0810,1
5,0810_10,Solomon,0810,10
6,0810_11,Solomon,0810,11
7,0810_12,Solomon,0810,12
8,0810_13,Solomon,0810,13
9,0810_14,Solomon,0810,14
10,0810_15,Solomon,0810,15
11,0810_16,Solomon,0810,16
12,0810_17,Solomon,0810,17
13,0810_2,Solomon,0810,2
14,0810_3,Solomon,0810,3
15,0810_4,Solomon,0810,4
16,0810_5,Solomon,0810,5
17,0810_6,Solomon,0810,6
18,0810_7,Solomon,0810,7
19,0810_8,Solomon,0810,8
20,0810_9,Solomon,0810,9
21,0812_0,Solomon,0812,0
22,0812_1,Solomon,0812,1
23,0812_2,Solomon,0812,2
24,0812_3,Solomon,0812,3
25,0812_4,Solomon,0812,4
26,0812_5,Solomon,0812,5
27,0812_6,Solomon,0812,6
28,0812_7,Solomon,0812,7
29,0812_8,Solomon,0812,8
30,0812_9,Solomon,0812,9
31,0820_0,Solomon,0820,0
32,0820_1,Solomon,0820,1
33,0820_10,Solomon,0820,10
34,0820_11,Solomon,0820,11
35,0820_12,Solomon,0820,12
36,0820_13,Solomon,0820,13
37,0820_14,Solomon,0820,14
38,0820_15,Solomon,0820,15
39,0820_16,Solomon,0820,16
40,0820_17,Solomon,0820,17
41,0820_18,Solomon,0820,18
42,0820_19,Solomon,0820,19
43,0820_2,Solomon,0820,2
44,0820_3,Lingiari,0820,3
45,0820_4,Solomon,0820,4
46,0820_5,Solomon,0820,5
47,0820_6,Solomon,0820,6
48,0820_7,Solomon,0820,7
49,0820_8,Solomon,0820,8
50,0820_9,Solomon,0820,9
51,0821_0,Lingiari,0821,0
52,0821_1,Lingiari,0821,1
53,0822_0,Lingiari,0822,0
54,0822_1,Lingiari,0822,1
55,0822_10,Lingiari,0822,10
56,0822_11,Lingiari,0822,11
57,0822_12,Lingiari,0822,12
58,0822_13,Lingiari,0822,13
59,0822_14,Lingiari,0822,14
60,0822_15,Lingiari,0822,15
61,0822_16,Lingiari,0822,16
62,0822_17,Lingiari,0822,17
63,0822_18,Lingiari,0822,18
64,0822_19,Lingiari,0822,19
65,0822_2,Lingiari,0822,2
66,0822_3,Lingiari,0822,3
67,0822_4,Lingiari,0822,4
68,0822_5,Lingiari,0822,5
69,0822_6,Lingiari,0822,6
70,0822_7,Lingiari,0822,7
71,0822_8,Lingiari,0822,8
72,0822_9,Lingiari,0822,9
73,0828_0,Solomon,0828,0
74,0828_1,Solomon,0828,1
75,0828_2,Solomon,0828,2
76,0828_3,Solomon,0828,3
77,0828_4,Solomon,0828,4
78,0829_0,Lingiari,0829,0
79,0829_1,Solomon,0829,1
80,0829_2,Solomon,0829,2
81,0830_0,Solomon,0830,0
82,0830_1,Solomon,0830,1
83,0830_10,Solomon,0830,10
84,0830_11,Solomon,0830,11
85,0830_12,Solomon,0830,12
86,0830_13,Solomon,0830,13
87,0830_14,Solomon,0830,14
88,0830_15,Solomon,0830,15
89,0830_16,Solomon,0830,16
90,0830_2,Solomon,0830,2
91,0830_3,Solomon,0830,3
92,0830_4,Solomon,0830,4
93,0830_5,Solomon,0830,5
94,0830_6,Solomon,0830,6
95,0830_7,Solomon,0830,7
96,0830_8,Solomon,0830,8
97,0830_9,Solomon,0830,9
98,0832_0,Solomon,0832,0
99,0832_1,Solomon,0832,1
100,0832_2,Solomon,0832,2
101,0832_3,Solomon,0832,3
102,0832_4,Solomon,0832,4
103,0832_5,Solomon,0832,5
104,0832_6,Lingiari,0832,6
105,0832_7,Solomon,0832,7
106,0835_0,Lingiari,0835,0
107,0836_0,Lingiari,0836,0
108,0836_1,Lingiari,0836,1
109,0836_2,Lingiari,0836,2
110,0837_0,Lingiari,0837,0
111,0837_1,Lingiari,0837,1
112,0837_2,Lingiari,0837,2
113,0838_0,Lingiari,0838,0
114,0838_1,Lingiari,0838,1
115,0840_0,Lingiari,0840,0
116,0840_1,Lingiari,0840,1
117,0840_2,Lingiari,0840,2
118,0840_3,Lingiari,0840,3
119,0840_4,Lingiari,0840,4
120,0845_0,Lingiari,0845,0
121,0845_1,Lingiari,0845,1
122,0845_10,Lingiari,0845,10
123,0845_2,Lingiari,0845,2
124,0845_3,Lingiari,0845,3
125,0845_4,Lingiari,0845,4
126,0845_5,Lingiari,0845,5
127,0845_6,Lingiari,0845,6
128,0845_7,Lingiari,0845,7
129,0845_8,Lingiari,0845,8
130,0845_9,Lingiari,0845,9
131,0846_0,Lingiari,0846,0
132,0846_1,Lingiari,0846,1
133,0846_2,Lingiari,0846,2
134,0846_3,Lingiari,0846,3
135,0846_4,Lingiari,0846,4
136,0846_5,Lingiari,0846,5
137,0846_6,Lingiari,0846,6
138,0846_7,Lingiari,0846,7
139,0846_8,Lingiari,0846,8
140,0846_9,Lingiari,0846,9
141,0847_0,Lingiari,0847,0
142,0847_1,Lingiari,0847,1
143,0847_10,Lingiari,0847,10
144,0847_11,Lingiari,0847,11
145,0847_12,Lingiari,0847,12
146,0847_13,Lingiari,0847,13
147,0847_14,Lingiari,0847,14
148,0847_15,Lingiari,0847,15
149,0847_16,Lingiari,0847,16
150,0847_2,Lingiari,0847,2
151,0847_3,Lingiari,0847,3
152,0847_4,Lingiari,0847,4
153,0847_5,Lingiari,0847,5
154,0847_6,Lingiari,0847,6
155,0847_7,Lingiari,0847,7
156,0847_8,Lingiari,0847,8
157,0847_9,Lingiari,0847,9
158,0850_0,Lingiari,0850,0
159,0850_1,Lingiari,0850,1
160,0850_10,Lingiari,0850,10
161,0850_11,Lingiari,0850,11
162,0850_12,Lingiari,0850,12
163,0850_13,Lingiari,0850,13
164,0850_14,Lingiari,0850,14
165,0850_15,Lingiari,0850,15
166,0850_16,Lingiari,0850,16
167,0850_17,Lingiari,0850,17
168,0850_18,Lingiari,0850,18
169,0850_19,Lingiari,0850,19
170,0850_2,Lingiari,0850,2
171,0850_3,Lingiari,0850,3
172,0850_4,Lingiari,0850,4
173,0850_5,Lingiari,0850,5
174,0850_6,Lingiari,0850,6
175,0850_7,Lingiari,0850,7
176,0850_8,Lingiari,0850,8
177,0850_9,Lingiari,0850,9
178,0851_0,Lingiari,0851,0
179,0851_1,Lingiari,0851,1
180,0852_0,Lingiari,0852,0
181,0852_1,Lingiari,0852,1
182,0852_10,Lingiari,0852,10
183,0852_11,Lingiari,0852,11
184,0852_12,Lingiari,0852,12
185,0852_13,Lingiari,0852,13
186,0852_14,Lingiari,0852,14
187,0852_15,Lingiari,0852,15
188,0852_16,Lingiari,0852,16
189,0852_17,Lingiari,0852,17
190,0852_18,Lingiari,0852,18
191,0852_19,Lingiari,0852,19
192,0852_2,Lingiari,0852,2
193,0852_3,Lingiari,0852,3
194,0852_4,Lingiari,0852,4
195,0852_5,Lingiari,0852,5
196,0852_6,Lingiari,0852,6
197,0852_7,Lingiari,0852,7
198,0852_8,Lingiari,0852,8
199,0852_9,Lingiari,0852,9
200,0854_0,Lingiari,0854,0
201,0854_1,Lingiari,0854,1
202,0854_10,Lingiari,0854,10
203,0854_11,Lingiari,0854,11
204,0854_12,Lingiari,0854,12
205,0854_13,Lingiari,0854,13
206,0854_14,Lingiari,0854,14
207,0854_15,Lingiari,0854,15
208,0854_16,Lingiari,0854,16
209,0854_17,Lingiari,0854,17
210,0854_18,Lingiari,0854,18
211,0854_19,Lingiari,0854,19
212,0854_2,Lingiari,0854,2
213,0854_3,Lingiari,0854,3
214,0854_4,Lingiari,0854,4
215,0854_5,Lingiari,0854,5
216,0854_6,Lingiari,0854,6
217,0854_7,Lingiari,0854,7
218,0854_8,Lingiari,0854,8
219,0854_9,Lingiari,0854,9
220,0860_0,Lingiari,0860,0
221,0860_1,Lingiari,0860,1
222,0860_10,Lingiari,0860,10
223,0860_11,Lingiari,0860,11
224,0860_12,Lingiari,0860,12
225,0860_13,Lingiari,0860,13
226,0860_14,Lingiari,0860,14
227,0860_15,Lingiari,0860,15
228,0860_16,Lingiari,0860,16
229,0860_17,Lingiari,0860,17
230,0860_18,Lingiari,0860,18
231,0860_19,Lingiari,0860,19
232,0860_2,Lingiari,0860,2
233,0860_3,Lingiari,0860,3
234,0860_4,Lingiari,0860,4
235,0860_5,Lingiari,0860,5
236,0860_6,Lingiari,0860,6
237,0860_7,Lingiari,0860,7
238,0860_8,Lingiari,0860,8
239,0860_9,Lingiari,0860,9
240,0862_0,Lingiari,0862,0
241,0862_1,Lingiari,0862,1
242,0862_10,Lingiari,0862,10
243,0862_11,Lingiari,0862,11
244,0862_12,Lingiari,0862,12
245,0862_13,Lingiari,0862,13
246,0862_14,Lingiari,0862,14
247,0862_15,Lingiari,0862,15
248,0862_16,Lingiari,0862,16
249,0862_17,Lingiari,0862,17
250,0862_18,Lingiari,0862,18
251,0862_19,Lingiari,0862,19
252,0862_2,Lingiari,0862,2
253,0862_3,Lingiari,0862,3
254,0862_4,Lingiari,0862,4
255,0862_5,Lingiari,0862,5
256,0862_6,Lingiari,0862,6
257,0862_7,Lingiari,0862,7
258,0862_8,Lingiari,0862,8
259,0862_9,Lingiari,0862,9
260,0870_0,Lingiari,0870,0
261,0870_1,Lingiari,0870,1
262,0870_10,Lingiari,0870,10
263,0870_11,Lingiari,0870,11
264,0870_12,Lingiari,0870,12
265,0870_13,Lingiari,0870,13
266,0870_14,Lingiari,0870,14
267,0870_15,Lingiari,0870,15
268,0870_16,Lingiari,0870,16
269,0870_17,Lingiari,0870,17
270,0870_18,Lingiari,0870,18
271,0870_19,Lingiari,0870,19
272,0870_2,Lingiari,0870,2
273,0870_3,Lingiari,0870,3
274,0870_4,Lingiari,0870,4
275,0870_5,Lingiari,0870,5
276,0870_6,Lingiari,0870,6
277,0870_7,Lingiari,0870,7
278,0870_8,Lingiari,0870,8
279,0870_9,Lingiari,0870,9
280,0871_0,Lingiari,0871,0
281,0871_1,Lingiari,0871,1
282,0872_0,Lingiari,0872,0
283,0872_1,Lingiari,0872,1
284,0872_10,Lingiari,0872,10
285,0872_11,Lingiari,0872,11
286,0872_12,Lingiari,0872,12
287,0872_13,Lingiari,0872,13
288,0872_14,Lingiari,0872,14
289,0872_15,Lingiari,0872,15
290,0872_16,Lingiari,0872,16
291,0872_17,Lingiari,0872,17
292,0872_18,Lingiari,0872,18
293,0872_19,Lingiari,0872,19
294,0872_2,Lingiari,0872,2
295,0872_3,Lingiari,0872,3
296,0872_4,Lingiari,0872,4
297,0872_5,Lingiari,0872,5
298,0872_6,Lingiari,0872,6
299,0872_7,Lingiari,0872,7
300,0872_8,Lingiari,0872,8
301,0872_9,Lingiari,0872,9
302,0880_0,Lingiari,0880,0
303,0880_1,Lingiari,0880,1
304,0880_10,Lingiari,0880,10
305,0880_11,Lingiari,0880,11
306,0880_12,Lingiari,0880,12
307,0880_13,Lingiari,0880,13
308,0880_14,Lingiari,0880,14
309,0880_15,Lingiari,0880,15
310,0880_16,Lingiari,0880,16
311,0880_17,Lingiari,0880,17
312,0880_18,Lingiari,0880,18
313,0880_19,Lingiari,0880,19
314,0880_2,Lingiari,0880,2
315,0880_3,Lingiari,0880,3
316,0880_4,Lingiari,0880,4
317,0880_5,Lingiari,0880,5
318,0880_6,Lingiari,0880,6
319,0880_7,Lingiari,0880,7
320,0880_8,Lingiari,0880,8
321,0880_9,Lingiari,0880,9
322,0886_0,Lingiari,0886,0
323,0886_1,Lingiari,0886,1
324,0886_2,Lingiari,0886,2
325,0886_3,Lingiari,0886,3
326,0886_4,Lingiari,0886,4
327,0886_5,Lingiari,0886,5
328,0886_6,Lingiari,0886,6
329,0886_7,Lingiari,0886,7
330,0886_8,Lingiari,0886,8
331,2000_0,Sydney,2000,0
332,2000_1,Sydney,2000,1
333,2000_2,Sydney,2000,2
334,2000_3,Sydney,2000,3
335,2000_4,Sydney,2000,4
336,2000_5,Sydney,2000,5
337,2001_0,Sydney,2001,0
338,2006_0,Sydney,2006,0
339,2007_0,Sydney,2007,0
340,2007_1,Sydney,2007,1
341,2008_0,Sydney,2008,0
342,2008_1,Sydney,2008,1
343,2009_0,Sydney,2009,0
344,2010_0,Sydney,2010,0
345,2010_1,Wentworth,2010,1
346,2010_2,Sydney,2010,2
347,2010_3,Wentworth,2010,3
348,2010_4,Sydney,2010,4
349,2010_5,Sydney,2010,5
350,2010_6,Wentworth,2010,6
351,2011_0,Wentworth,2011,0
352,2011_1,Sydney,2011,1
353,2011_2,Wentworth,2011,2
354,2011_3,Wentworth,2011,3
355,2011_4,Sydney,2011,4
356,2011_5,Wentworth,2011,5
357,2011_6,Wentworth,2011,6
358,2011_7,Wentworth,2011,7
359,2011_8,Sydney,2011,8
360,2011_9,Wentworth,2011,9
361,2015_0,Sydney,2015,0
362,2015_1,Sydney,2015,1
363,2015_2,Sydney,2015,2
364,2016_0,Sydney,2016,0
365,2017_0,Sydney,2017,0
366,2017_1,Sydney,2017,1
367,2018_0,Kingsford Smith,2018,0
368,2018_1,Kingsford Smith,2018,1
369,2018_2,Sydney,2018,2
370,2019_0,Kingsford Smith,2019,0
371,2019_1,Kingsford Smith,2019,1
372,2020_0,Kingsford Smith,2020,0
373,2021_0,Wentworth,2021,0
374,2021_1,Wentworth,2021,1
375,2021_2,Wentworth,2021,2
376,2022_0,Wentworth,2022,0
377,2022_1,Wentworth,2022,1
378,2023_0,Wentworth,2023,0
379,2024_0,Wentworth,2024,0
380,2024_1,Wentworth,2024,1
381,2025_0,Wentworth,2025,0
382,2026_0,Wentworth,2026,0
383,2026_1,Wentworth,2026,1
384,2026_2,Wentworth,2026,2
385,2026_3,Wentworth,2026,3
386,2026_4,Wentworth,2026,4
387,2027_0,Wentworth,2027,0
388,2027_1,Wentworth,2027,1
389,2027_2,Wentworth,2027,2
390,2028_0,Wentworth,2028,0
391,2029_0,Wentworth,2029,0
392,2030_0,Wentworth,2030,0
393,2030_1,Wentworth,2030,1
394,2030_2,Wentworth,2030,2
395,2030_3,Wentworth,2030,3
396,2031_0,Kingsford Smith,2031,0
397,2031_1,Wentworth,2031,1
398,2031_2,Kingsford Smith,2031,2
399,2031_3,Wentworth,2031,3
400,2032_0,Kingsford Smith,2032,0
401,2032_1,Kingsford Smith,2032,1
402,2033_0,Kingsford Smith,2033,0
403,2034_0,Kingsford Smith,2034,0
404,2034_1,Kingsford Smith,2034,1
405,2035_0,Kingsford Smith,2035,0
406,2035_1,Kingsford Smith,2035,1
407,2035_2,Kingsford Smith,2035,2
408,2035_3,Kingsford Smith,2035,3
409,2035_4,Kingsford Smith,2035,4
410,2035_5,Kingsford Smith,2035,5
411,2035_6,Kingsford Smith,2035,6
412,2035_7,Kingsford Smith,2035,7
413,2036_0,Kingsford Smith,2036,0
414,2036_1,Kingsford Smith,2036,1
415,2036_10,Kingsford Smith,2036,10
416,2036_11,Kingsford Smith,2036,11
417,2036_12,Kingsford Smith,2036,12
418,2036_13,Kingsford Smith,2036,13
419,2036_14,Kingsford Smith,2036,14
420,2036_2,Kingsford Smith,2036,2
421,2036_3,Kingsford Smith,2036,3
422,2036_4,Kingsford Smith,2036,4
423,2036_5,Kingsford Smith,2036,5
424,2036_6,Kingsford Smith,2036,6
425,2036_7,Kingsford Smith,2036,7
426,2036_8,Kingsford Smith,2036,8
427,2036_9,Kingsford Smith,2036,9
428,2037_0,Sydney,2037,0
429,2037_1,Sydney,2037,1
430,2038_0,Grayndler,2038,0
431,2038_1,Sydney,2038,1
432,2039_0,Grayndler,2039,0
433,2039_1,Sydney,2039,1
434,2040_0,Grayndler,2040,0
435,2040_1,Grayndler,2040,1
436,2041_0,Sydney,2041,0
437,2041_1,Sydney,2041,1
438,2041_2,Sydney,2041,2
439,2042_0,Grayndler,2042,0
440,2042_1,Grayndler,2042,1
441,2042_2,Sydney,2042,2
442,2042_3,Grayndler,2042,3
443,2042_4,Sydney,2042,4
444,2043_0,Sydney,2043,0
445,2044_0,Grayndler,2044,0
446,2044_1,Sydney,2044,1
447,2044_2,Grayndler,2044,2
448,2044_3,Grayndler,2044,3
449,2045_0,Grayndler,2045,0
450,2045_1,Grayndler,2045,1
451,2046_0,Reid,2046,0
452,2046_1,Reid,2046,1
453,2046_2,Reid,2046,2
454,2046_3,Reid,2046,3
455,2046_4,Reid,2046,4
456,2046_5,Reid,2046,5
457,2046_6,Reid,2046,6
458,2047_0,Reid,2047,0
459,2047_1,Sydney,2047,1
460,2047_2,Reid,2047,2
461,2047_3,Reid,2047,3
462,2047_4,Sydney,2047,4
463,2048_0,Grayndler,2048,0
464,2049_0,Grayndler,2049,0
465,2049_1,Grayndler,2049,1
466,2050_0,Grayndler,2050,0
467,2050_1,Sydney,2050,1
468,2052_0,Kingsford Smith,2052,0
469,2060_0,North Sydney,2060,0
470,2060_1,North Sydney,2060,1
471,2060_2,North Sydney,2060,2
472,2060_3,North Sydney,2060,3
473,2061_0,North Sydney,2061,0
474,2061_1,North Sydney,2061,1
475,2062_0,North Sydney,2062,0
476,2063_0,North Sydney,2063,0
477,2064_0,North Sydney,2064,0
478,2065_0,North Sydney,2065,0
479,2065_1,North Sydney,2065,1
480,2065_2,North Sydney,2065,2
481,2065_3,North Sydney,2065,3
482,2065_4,North Sydney,2065,4
483,2065_5,North Sydney,2065,5
484,2065_6,North Sydney,2065,6
485,2065_7,North Sydney,2065,7
486,2066_0,North Sydney,2066,0
487,2066_1,North Sydney,2066,1
488,2066_2,North Sydney,2066,2
489,2066_3,North Sydney,2066,3
490,2066_4,North Sydney,2066,4
491,2066_5,North Sydney,2066,5
492,2066_6,North Sydney,2066,6
493,2066_7,North Sydney,2066,7
494,2066_8,North Sydney,2066,8
495,2067_0,Bradfield,2067,0
496,2067_1,North Sydney,2067,1
497,2067_2,Bennelong,2067,2
498,2067_3,Bradfield,2067,3
499,2067_4,North Sydney,2067,4
500,2068_0,North Sydney,2068,0
501,2068_1,North Sydney,2068,1
502,2068_2,North Sydney,2068,2
503,2068_3,North Sydney,2068,3
504,2068_4,North Sydney,2068,4
505,2069_0,North Sydney,2069,0
506,2069_1,Bradfield,2069,1
507,2069_2,Bradfield,2069,2
508,2069_3,Warringah,2069,3
509,2070_0,Bradfield,2070,0
510,2070_1,Bradfield,2070,1
511,2071_0,Bradfield,2071,0
512,2071_1,Bradfield,2071,1
513,2072_0,Bradfield,2072,0
514,2073_0,Bradfield,2073,0
515,2073_1,Bradfield,2073,1
516,2074_0,Bradfield,2074,0
517,2074_1,Bradfield,2074,1
518,2074_2,Bradfield,2074,2
519,2074_3,Bradfield,2074,3
520,2075_0,Bradfield,2075,0
521,2075_1,Bradfield,2075,1
522,2076_0,Berowra,2076,0
523,2076_1,Bradfield,2076,1
524,2076_2,Bradfield,2076,2
525,2076_3,Bradfield,2076,3
526,2077_0,Berowra,2077,0
527,2077_1,Bradfield,2077,1
528,2077_2,Berowra,2077,2
529,2077_3,Bradfield,2077,3
530,2077_4,Berowra,2077,4
531,2077_5,Bradfield,2077,5
532,2079_0,Berowra,2079,0
533,2079_1,Bradfield,2079,1
534,2080_0,Berowra,2080,0
535,2081_0,Berowra,2081,0
536,2081_1,Berowra,2081,1
537,2082_0,Berowra,2082,0
538,2082_1,Berowra,2082,1
539,2082_2,Berowra,2082,2
540,2083_0,Robertson,2083,0
541,2083_1,Robertson,2083,1
542,2083_10,Robertson,2083,10
543,2083_11,Robertson,2083,11
544,2083_2,Berowra,2083,2
545,2083_3,Robertson,2083,3
546,2083_4,Robertson,2083,4
547,2083_5,Berowra,2083,5
548,2083_6,Berowra,2083,6
549,2083_7,Berowra,2083,7
550,2083_8,Berowra,2083,8
551,2083_9,Robertson,2083,9
552,2084_0,Mackellar,2084,0
553,2084_1,Mackellar,2084,1
554,2084_2,Mackellar,2084,2
555,2084_3,Mackellar,2084,3
556,2084_4,Mackellar,2084,4
557,2085_0,Mackellar,2085,0
558,2085_1,Mackellar,2085,1
559,2086_0,Mackellar,2086,0
560,2086_1,Warringah,2086,1
561,2087_0,Mackellar,2087,0
562,2087_1,Warringah,2087,1
563,2087_2,Warringah,2087,2
564,2088_0,Warringah,2088,0
565,2088_1,Warringah,2088,1
566,2088_2,Warringah,2088,2
567,2088_3,Warringah,2088,3
568,2089_0,Warringah,2089,0
569,2089_1,North Sydney,2089,1
570,2089_2,Warringah,2089,2
571,2090_0,North Sydney,2090,0
572,2090_1,Warringah,2090,1
573,2090_2,Warringah,2090,2
574,2092_0,Warringah,2092,0
575,2093_0,Warringah,2093,0
576,2093_1,Warringah,2093,1
577,2093_2,Warringah,2093,2
578,2093_3,Warringah,2093,3
579,2093_4,Warringah,2093,4
580,2094_0,Warringah,2094,0
581,2095_0,Warringah,2095,0
582,2095_1,Warringah,2095,1
583,2096_0,Warringah,2096,0
584,2096_1,Warringah,2096,1
585,2096_2,Warringah,2096,2
586,2096_3,Warringah,2096,3
587,2097_0,Mackellar,2097,0
588,2097_1,Mackellar,2097,1
589,2097_2,Mackellar,2097,2
590,2099_0,Mackellar,2099,0
591,2099_1,Mackellar,2099,1
592,2099_2,Warringah,2099,2
593,2099_3,Mackellar,2099,3
594,2099_4,Warringah,2099,4
595,2099_5,Warringah,2099,5
596,2099_6,Warringah,2099,6
597,2100_0,Warringah,2100,0
598,2100_1,Warringah,2100,1
599,2100_2,Mackellar,2100,2
600,2100_3,Warringah,2100,3
601,2100_4,Warringah,2100,4
602,2100_5,Warringah,2100,5
603,2100_6,Mackellar,2100,6
604,2101_0,Mackellar,2101,0
605,2101_1,Mackellar,2101,1
606,2101_2,Mackellar,2101,2
607,2101_3,Mackellar,2101,3
608,2102_0,Mackellar,2102,0
609,2103_0,Mackellar,2103,0
610,2104_0,Mackellar,2104,0
611,2105_0,Mackellar,2105,0
612,2105_1,Mackellar,2105,1
613,2105_2,Mackellar,2105,2
614,2105_3,Mackellar,2105,3
615,2105_4,Mackellar,2105,4
616,2105_5,Mackellar,2105,5
617,2105_6,Mackellar,2105,6
618,2106_0,Mackellar,2106,0
619,2106_1,Mackellar,2106,1
620,2107_0,Mackellar,2107,0
621,2107_1,Mackellar,2107,1
622,2107_2,Mackellar,2107,2
623,2107_3,Mackellar,2107,3
624,2107_4,Mackellar,2107,4
625,2107_5,Mackellar,2107,5
626,2108_0,Mackellar,2108,0
627,2108_1,Mackellar,2108,1
628,2108_2,Mackellar,2108,2
629,2110_0,North Sydney,2110,0
630,2110_1,North Sydney,2110,1
631,2111_0,Bennelong,2111,0
632,2111_1,North Sydney,2111,1
633,2111_10,Bennelong,2111,10
634,2111_2,Bennelong,2111,2
635,2111_3,North Sydney,2111,3
636,2111_4,North Sydney,2111,4
637,2111_5,North Sydney,2111,5
638,2111_6,North Sydney,2111,6
639,2111_7,Bennelong,2111,7
640,2111_8,North Sydney,2111,8
641,2111_9,North Sydney,2111,9
642,2112_0,Bennelong,2112,0
643,2112_1,Bennelong,2112,1
644,2112_2,Bennelong,2112,2
645,2113_0,Bennelong,2113,0
646,2113_1,Bennelong,2113,1
647,2113_2,Bennelong,2113,2
648,2114_0,Bennelong,2114,0
649,2114_1,Bennelong,2114,1
650,2114_2,Bennelong,2114,2
651,2114_3,Bennelong,2114,3
652,2114_4,Bennelong,2114,4
653,2115_0,Bennelong,2115,0
654,2115_1,Parramatta,2115,1
655,2116_0,Parramatta,2116,0
656,2117_0,Bennelong,2117,0
657,2117_1,Parramatta,2117,1
658,2117_2,Parramatta,2117,2
659,2117_3,Parramatta,2117,3
660,2117_4,Parramatta,2117,4
661,2118_0,Bennelong,2118,0
662,2118_1,Berowra,2118,1
663,2118_2,Parramatta,2118,2
664,2119_0,Bennelong,2119,0
665,2119_1,Berowra,2119,1
666,2119_2,Berowra,2119,2
667,2120_0,Berowra,2120,0
668,2120_1,Berowra,2120,1
669,2120_2,Bradfield,2120,2
670,2120_3,Berowra,2120,3
671,2121_0,Bennelong,2121,0
672,2121_1,Bennelong,2121,1
673,2122_0,Bennelong,2122,0
674,2122_1,Bennelong,2122,1
675,2125_0,Berowra,2125,0
676,2125_1,Mitchell,2125,1
677,2126_0,Berowra,2126,0
678,2127_0,Reid,2127,0
679,2127_1,Reid,2127,1
680,2127_2,Reid,2127,2
681,2127_3,Reid,2127,3
682,2127_4,Reid,2127,4
683,2128_0,Reid,2128,0
684,2129_0,Reid,2129,0
685,2130_0,Grayndler,2130,0
686,2131_0,Grayndler,2131,0
687,2132_0,Grayndler,2132,0
688,2132_1,Reid,2132,1
689,2132_2,Watson,2132,2
690,2133_0,Grayndler,2133,0
691,2133_1,Watson,2133,1
692,2134_0,Reid,2134,0
693,2134_1,Watson,2134,1
694,2135_0,Reid,2135,0
695,2135_1,Watson,2135,1
696,2136_0,Watson,2136,0
697,2136_1,Watson,2136,1
698,2136_2,Watson,2136,2
699,2137_0,Reid,2137,0
700,2137_1,Reid,2137,1
701,2137_2,Reid,2137,2
702,2137_3,Reid,2137,3
703,2137_4,Reid,2137,4
704,2138_0,Reid,2138,0
705,2138_1,Reid,2138,1
706,2138_2,Reid,2138,2
707,2140_0,Reid,2140,0
708,2140_1,Reid,2140,1
709,2140_2,Reid,2140,2
710,2141_0,Blaxland,2141,0
711,2141_1,Reid,2141,1
712,2141_2,Reid,2141,2
713,2141_3,Reid,2141,3
714,2142_0,Parramatta,2142,0
715,2142_1,Parramatta,2142,1
716,2142_2,Parramatta,2142,2
717,2142_3,Parramatta,2142,3
718,2142_4,Parramatta,2142,4
719,2142_5,Blaxland,2142,5
720,2142_6,Parramatta,2142,6
721,2143_0,Blaxland,2143,0
722,2143_1,Blaxland,2143,1
723,2143_2,Blaxland,2143,2
724,2144_0,Blaxland,2144,0
725,2144_1,Reid,2144,1
726,2145_0,Parramatta,2145,0
727,2145_1,Greenway,2145,1
728,2145_10,Parramatta,2145,10
729,2145_2,McMahon,2145,2
730,2145_3,Parramatta,2145,3
731,2145_4,McMahon,2145,4
732,2145_5,Greenway,2145,5
733,2145_6,Parramatta,2145,6
734,2145_7,McMahon,2145,7
735,2145_8,Parramatta,2145,8
736,2145_9,Parramatta,2145,9
737,2146_0,Greenway,2146,0
738,2146_1,Parramatta,2146,1
739,2146_2,Greenway,2146,2
740,2147_0,Greenway,2147,0
741,2147_1,Greenway,2147,1
742,2147_2,Greenway,2147,2
743,2148_0,Chifley,2148,0
744,2148_1,Chifley,2148,1
745,2148_2,Greenway,2148,2
746,2148_3,McMahon,2148,3
747,2148_4,Chifley,2148,4
748,2148_5,Greenway,2148,5
749,2148_6,Chifley,2148,6
750,2148_7,Greenway,2148,7
751,2148_8,McMahon,2148,8
752,2150_0,Parramatta,2150,0
753,2150_1,Parramatta,2150,1
754,2151_0,Parramatta,2151,0
755,2151_1,Mitchell,2151,1
756,2151_2,Parramatta,2151,2
757,2152_0,Mitchell,2152,0
758,2152_1,Parramatta,2152,1
759,2153_0,Mitchell,2153,0
760,2153_1,Mitchell,2153,1
761,2153_2,Mitchell,2153,2
762,2154_0,Berowra,2154,0
763,2154_1,Mitchell,2154,1
764,2155_0,Mitchell,2155,0
765,2155_1,Mitchell,2155,1
766,2155_2,Greenway,2155,2
767,2155_3,Greenway,2155,3
768,2155_4,Mitchell,2155,4
769,2156_0,Berowra,2156,0
770,2156_1,Berowra,2156,1
771,2156_2,Mitchell,2156,2
772,2156_3,Berowra,2156,3
773,2157_0,Berowra,2157,0
774,2157_1,Berowra,2157,1
775,2157_2,Berowra,2157,2
776,2158_0,Berowra,2158,0
777,2158_1,Berowra,2158,1
778,2158_2,Berowra,2158,2
779,2159_0,Berowra,2159,0
780,2159_1,Berowra,2159,1
781,2159_2,Berowra,2159,2
782,2159_3,Berowra,2159,3
783,2160_0,Blaxland,2160,0
784,2160_1,McMahon,2160,1
785,2160_2,Parramatta,2160,2
786,2160_3,McMahon,2160,3
787,2160_4,Parramatta,2160,4
